test_no,test_date,test_type,test_configuration,contractor_study_title,impact_direction,test_family,crash_classification_status,canonical_label,classification_id,family,load_cell_classification_status,raw_barrier_shape,normalized_barrier_shape_key,shape_alias_rule_id,shape_alias_confidence,load_cell_channel_count,force_channel_count,moment_channel_count,pole_index_range_json,expected_pole_count,observed_pole_channel_count,observed_unique_pole_count,missing_pole_indices,duplicate_pole_indices,pole_all_1_8_present,pole_all_1_8_as_measured,missing_expected_channels_json,duplicate_channels_json,mask_summary_json,vehicle_cg_accel_channel_count,vehicle_cg_accel_non_accel_unit_channel_count,vehicle_cg_accel_non_accel_units,vehicle_cg_accel_xyz_present,vehicle_cg_accel_xyz_as_measured,vehicle_cg_accel_any_failed_or_questionable,all_accelerometer_channel_count,metadata_only_waveform_parsed,pole_1_available,pole_1_curve_nos,pole_1_axes,pole_1_units,pole_1_data_statuses,pole_1_channel_statuses,pole_1_all_as_measured,pole_2_available,pole_2_curve_nos,pole_2_axes,pole_2_units,pole_2_data_statuses,pole_2_channel_statuses,pole_2_all_as_measured,pole_3_available,pole_3_curve_nos,pole_3_axes,pole_3_units,pole_3_data_statuses,pole_3_channel_statuses,pole_3_all_as_measured,pole_4_available,pole_4_curve_nos,pole_4_axes,pole_4_units,pole_4_data_statuses,pole_4_channel_statuses,pole_4_all_as_measured,pole_5_available,pole_5_curve_nos,pole_5_axes,pole_5_units,pole_5_data_statuses,pole_5_channel_statuses,pole_5_all_as_measured,pole_6_available,pole_6_curve_nos,pole_6_axes,pole_6_units,pole_6_data_statuses,pole_6_channel_statuses,pole_6_all_as_measured,pole_7_available,pole_7_curve_nos,pole_7_axes,pole_7_units,pole_7_data_statuses,pole_7_channel_statuses,pole_7_all_as_measured,pole_8_available,pole_8_curve_nos,pole_8_axes,pole_8_units,pole_8_data_statuses,pole_8_channel_statuses,pole_8_all_as_measured,vehicle_cg_x_accel_available,vehicle_cg_x_accel_curve_nos,vehicle_cg_x_accel_units,vehicle_cg_x_accel_data_statuses,vehicle_cg_x_accel_channel_statuses,vehicle_cg_x_accel_all_as_measured,vehicle_cg_y_accel_available,vehicle_cg_y_accel_curve_nos,vehicle_cg_y_accel_units,vehicle_cg_y_accel_data_statuses,vehicle_cg_y_accel_channel_statuses,vehicle_cg_y_accel_all_as_measured,vehicle_cg_z_accel_available,vehicle_cg_z_accel_curve_nos,vehicle_cg_z_accel_units,vehicle_cg_z_accel_data_statuses,vehicle_cg_z_accel_channel_statuses,vehicle_cg_z_accel_all_as_measured
7663,2011-09-14,RESEARCH SAFETY VEHICLE TEST,VEHICLE INTO BARRIER,2011 HONDA ODYSSEY LEFT SIDE FMVSS 214 POLE IMPACT AT 32 KPH,side,research_other,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,56,false,true,123,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,124,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,125,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,126,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,127,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,128,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,129,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,130,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,91,G'S,AS MEASURED,PRIMARY,true,true,92,G'S,AS MEASURED,PRIMARY,true,true,93,G'S,AS MEASURED,PRIMARY,true
7715,2012-02-14,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 HONDA CIVIC IMA 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,QUESTIONABLE DATA,PRIMARY,false,true,18,G'S,QUESTIONABLE DATA,PRIMARY,false,true,19,G'S,AS MEASURED,PRIMARY,true
7718,2012-02-15,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 SUBARU IMPREZA 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7719,2012-02-16,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,SIDE NCAP RIGID POLE 2012 HONDA CR-V 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7730,2012-02-21,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 MITSUBISHI LANCER ES 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
7735,2012-02-24,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2012 SCION IQ 3-DOOR HATCHBACK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7736,2012-02-27,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 MITSUBISHI OUTLANDER SPORT ES SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
7742,2012-03-05,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 BUICK REGAL WITH EASSIST 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,QUESTIONABLE DATA,PRIMARY,false,true,18,G'S,QUESTIONABLE DATA,PRIMARY,false,true,19,G'S,QUESTIONABLE DATA,PRIMARY,false
7746,2012-03-07,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2012 RAM 2500 ST CREW CAB 4-DOOR TRUCK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7748,2012-03-08,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,36,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,37,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,38,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,39,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,40,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,41,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,42,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7754,2012-03-14,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 KIA RIO LX 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7756,2012-03-19,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2012 TOYOTA 4RUNNER 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7854,2012-05-01,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2013 CHEVROLET MALIBU ECO 1SA 4-DR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,QUESTIONABLE DATA,PRIMARY,false
7859,2012-05-10,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2012 BMW 328I 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7870,2012-05-22,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 MITSUBISHI I-MIEV ES 5-DR HATCHBACK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7875,2012-06-14,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2013 LEXUS RX350 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
7878,2012-06-20,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2012 TOYOTA PRIUS PLUG-IN HYBRID 5-DR HATCHBACK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
7932,2012-07-06,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2013 MAZDA CX-5 SPORT FRONT WHEEL DRIVE 5-DR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,QUESTIONABLE DATA,PRIMARY,false,true,19,G'S,AS MEASURED,PRIMARY,true
7935,2012-07-16,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2013 FORD ESCAPE 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
