test_no,test_date,test_type,test_configuration,contractor_study_title,impact_direction,test_family,crash_classification_status,canonical_label,classification_id,family,load_cell_classification_status,raw_barrier_shape,normalized_barrier_shape_key,shape_alias_rule_id,shape_alias_confidence,load_cell_channel_count,force_channel_count,moment_channel_count,pole_index_range_json,expected_pole_count,observed_pole_channel_count,observed_unique_pole_count,missing_pole_indices,duplicate_pole_indices,pole_all_1_8_present,pole_all_1_8_as_measured,missing_expected_channels_json,duplicate_channels_json,mask_summary_json,vehicle_cg_accel_channel_count,vehicle_cg_accel_non_accel_unit_channel_count,vehicle_cg_accel_non_accel_units,vehicle_cg_accel_xyz_present,vehicle_cg_accel_xyz_as_measured,vehicle_cg_accel_any_failed_or_questionable,all_accelerometer_channel_count,metadata_only_waveform_parsed,pole_1_available,pole_1_curve_nos,pole_1_axes,pole_1_units,pole_1_data_statuses,pole_1_channel_statuses,pole_1_all_as_measured,pole_2_available,pole_2_curve_nos,pole_2_axes,pole_2_units,pole_2_data_statuses,pole_2_channel_statuses,pole_2_all_as_measured,pole_3_available,pole_3_curve_nos,pole_3_axes,pole_3_units,pole_3_data_statuses,pole_3_channel_statuses,pole_3_all_as_measured,pole_4_available,pole_4_curve_nos,pole_4_axes,pole_4_units,pole_4_data_statuses,pole_4_channel_statuses,pole_4_all_as_measured,pole_5_available,pole_5_curve_nos,pole_5_axes,pole_5_units,pole_5_data_statuses,pole_5_channel_statuses,pole_5_all_as_measured,pole_6_available,pole_6_curve_nos,pole_6_axes,pole_6_units,pole_6_data_statuses,pole_6_channel_statuses,pole_6_all_as_measured,pole_7_available,pole_7_curve_nos,pole_7_axes,pole_7_units,pole_7_data_statuses,pole_7_channel_statuses,pole_7_all_as_measured,pole_8_available,pole_8_curve_nos,pole_8_axes,pole_8_units,pole_8_data_statuses,pole_8_channel_statuses,pole_8_all_as_measured,vehicle_cg_x_accel_available,vehicle_cg_x_accel_curve_nos,vehicle_cg_x_accel_units,vehicle_cg_x_accel_data_statuses,vehicle_cg_x_accel_channel_statuses,vehicle_cg_x_accel_all_as_measured,vehicle_cg_y_accel_available,vehicle_cg_y_accel_curve_nos,vehicle_cg_y_accel_units,vehicle_cg_y_accel_data_statuses,vehicle_cg_y_accel_channel_statuses,vehicle_cg_y_accel_all_as_measured,vehicle_cg_z_accel_available,vehicle_cg_z_accel_curve_nos,vehicle_cg_z_accel_units,vehicle_cg_z_accel_data_statuses,vehicle_cg_z_accel_channel_statuses,vehicle_cg_z_accel_all_as_measured
10177,2017-12-01,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2018 BMW X1 SDRIVE28I 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,36,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,37,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,38,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,39,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,40,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,41,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10179,2017-12-06,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10182,2017-12-08,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10184,2017-12-11,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10188,2017-12-15,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10192,2017-12-15,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2018 HONDA ACCORD 1.5T LX 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10194,2017-12-14,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2018 MERCEDES-BENZ GLC 300 5-DOOR MPV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,COMPUTED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10314,2018-04-26,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10318,2018-04-27,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE POLE - 2018 CHEVROLET BOLT EV LT 5-DOOR HATCHBACK,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,QUESTIONABLE DATA,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10322,2018-05-10,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10324,2018-05-10,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,QUESTIONABLE DATA,PRIMARY,false,true,18,G'S,QUESTIONABLE DATA,PRIMARY,false,true,19,G'S,AS MEASURED,PRIMARY,true
10345,2018-05-17,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10348,2018-05-18,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2018 MAZDA CX-9 SPORT 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10352,2018-06-05,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10354,2018-06-06,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10356,2018-06-11,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NEW CAR ASSESSMENT PROGRAM SIDE POLE BARRIER IMPACT TEST,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10359,2018-06-26,NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,75 DEGREE OBLIQUE RIGID POLE SIDE NCAP IMPACT,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,X - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10365,2018-08-02,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 ACURA RDX 5-DOOR SUV,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,QUESTIONABLE DATA,PRIMARY,false,true,18,G'S,QUESTIONABLE DATA,PRIMARY,false,true,19,G'S,QUESTIONABLE DATA,PRIMARY,false
10385,2018-08-22,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,NCAP SIDE IMPACT POLE BARRIER- 2018 TESLA 3 LONG RANGE 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,true,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,true,false,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,17,G'S,AS MEASURED,PRIMARY,true,true,18,G'S,AS MEASURED,PRIMARY,true,true,19,G'S,AS MEASURED,PRIMARY,true
10386,2018-08-27,OPTIONAL NEW CAR ASSESSMENT TEST,VEHICLE INTO POLE,OPTIONAL NCAP SIDE POLE - 2019 HONDA INSIGHT LX 4-DOOR SEDAN,side,side,classified,,side_pole_load_cell_8,side_pole_load_cell_barrier,covered_with_mask,POLE,POLE,pole_barrier_unconditional,1,8,8,0,"[1, 8]",8,8,8,,,true,false,[],[],"{""missing_expected_channel_count"": 0, ""duplicate_channel_count"": 0, ""force_channel_count"": 8, ""moment_channel_count"": 0}",3,0,,true,false,true,27,false,true,35,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,36,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,37,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,38,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,39,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,40,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,41,Y - GLOBAL,NEWTONS,AS MEASURED,PRIMARY,true,true,42,Y - GLOBAL,NEWTONS,CHANNEL FAILED,PRIMARY,false,true,17,G'S,CHANNEL FAILED,PRIMARY,false,true,18,G'S,CHANNEL FAILED,PRIMARY,false,true,19,G'S,CHANNEL FAILED,PRIMARY,false
