test_no,test_date,test_family,impact_direction,load_cell_classification_id,source_vehicle_id,source_vehicle_no,participant_kind,participant_kind_source,vin,make,model,model_year,body_type,engine_type,engine_displacement_l,transmission,vehicle_speed_kph,vehicle_test_weight_kg,curb_weight_kg,vehicle_length_mm,vehicle_width_mm,wheelbase_mm,vax_crush_distance_mm,vehicle_cg_mm,vehicle_orientation_deg,source_row_hash
10152,2017-10-10,side,side,side_pole_load_cell_8,2978,1,subject_vehicle,single_vehicle_inferred_subject,NMTKHMBX5JR023189,TOYOTA,C-HR,2018,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.25,1572.0,1497.0,4417.0,1767.0,2636.0,339.0,1070.0,0.0,9ab715f616b523b6485aed4896bcd5190e7d35eaf034dd20419f830015394c6f
10155,2017-11-06,side,side,side_pole_load_cell_8,3002,1,subject_vehicle,single_vehicle_inferred_subject,1GNERFKW6JJ115530,CHEVROLET,TRAVERSE,2018,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.6,AUTOMATIC - FRONT WHEEL DRIVE,32.95,2150.0,1967.0,5192.0,1953.0,3071.0,332.0,1360.0,0.0,15e2f1095329f5ee71f68682bdef226e4d2229b298a98a4585d6f491921b652a
10158,2017-11-06,side,side,side_pole_load_cell_8,3003,1,subject_vehicle,single_vehicle_inferred_subject,3C4NJCAB9JT136961,JEEP,COMPASS,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,MANUAL - FRONT WHEEL DRIVE,31.72,1554.0,1460.0,4355.0,1781.0,2623.0,294.0,1093.0,0.0,e0c745fff955ac4c638a0a7738bc51e7dc9e27ab54a9b9b971a3e19cba362309
10161,2017-11-13,side,side,side_pole_load_cell_8,3016,1,subject_vehicle,single_vehicle_inferred_subject,JTDKDTB39J1601764,TOYOTA,PRIUS C,2018,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,31.67,1252.0,1168.0,4061.0,1694.0,2550.0,289.0,1022.0,0.0,c5affab710051919185f98fbb960ea8bb21e04eeffb1e878b6e51d6aa50ca1aa
10163,2017-11-15,side,side,side_pole_load_cell_8,3020,1,subject_vehicle,single_vehicle_inferred_subject,1FTEX1CB3JFA48191,FORD,F150 SUPERCAB,2018,EXTENDED CAB PICKUP,V6 INLINE FRONT,3.3,AUTOMATIC - REAR WHEEL DRIVE,31.94,2218.0,2040.0,5878.0,2030.0,3685.0,387.0,1638.0,0.0,dc88e752332dcf521f740ae070add60ed547402305a908738dc50449a7db8a93
10166,2017-11-17,side,side,side_pole_load_cell_8,3027,1,subject_vehicle,single_vehicle_inferred_subject,KM8SM4HFXJU266564,HYUNDAI,SANTA FE,2018,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.3,AUTOMATIC - FOUR WHEEL DRIVE,32.38,1990.0,1833.0,4907.0,1848.0,2800.0,377.0,1316.0,0.0,e3d211d13d5faa433b3386b18a62564bf9f0a16217e6d1afc1e98b7e4f681b60
10171,2017-11-29,side,side,side_pole_load_cell_8,3045,1,subject_vehicle,single_vehicle_inferred_subject,1FTEW1CP8JFA14486,FORD,F150 SUPERCREW,2018,4 DOOR PICKUP,V6 INLINE FRONT,2.7,AUTOMATIC - REAR WHEEL DRIVE,31.93,2307.0,2128.0,5870.0,2030.0,3685.0,384.0,1655.0,0.0,13c01744e6a24e38c39bafde95751bc532d4e79ccb6637fe1528ff4890c7cfbb
10173,2017-11-29,side,side,side_pole_load_cell_8,3046,1,subject_vehicle,single_vehicle_inferred_subject,WA1ANAFY3J2050951,AUDI,Q5,2018,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.57,2048.0,1870.0,4667.0,1889.0,2819.0,374.0,1445.0,0.0,48e7ccf5f98f80ff3dd8da298ab619561e195c9f3a05307d0b136a9e28f92655
10177,2017-12-01,side,side,side_pole_load_cell_8,3060,1,subject_vehicle,single_vehicle_inferred_subject,WBXHU7C32J5H40357,BMW,X1,2018,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.39,1680.0,1567.0,4443.0,1823.0,2666.0,338.0,1181.0,0.0,4d45ffa2c3f61089152234276789b18b3627cfc0809b36d1a2007d0908e58fb1
10179,2017-12-06,side,side,side_pole_load_cell_8,3063,1,subject_vehicle,single_vehicle_inferred_subject,3N1CN7APXJL828955,NISSAN,VERSA,2018,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.6,MANUAL - FRONT WHEEL DRIVE,32.19,1173.0,1085.0,4500.0,1700.0,2601.0,365.0,1124.0,0.0,e6f5f17ef38aab3535b8304aa9a69df7bf5367b6bc3df96f0b72e0602e428914
10182,2017-12-08,side,side,side_pole_load_cell_8,3070,1,subject_vehicle,single_vehicle_inferred_subject,JN8AY2ND7J9053784,NISSAN,ARMADA,2018,UTILITY VEHICLE,V8 INLINE FRONT,5.6,AUTOMATIC - REAR WHEEL DRIVE,32.79,2695.0,2518.0,5303.0,1994.0,3076.0,395.0,1598.0,0.0,6d009ce63aacbecc890702bb431a08985351257044aa3063a270c8d637c12bcd
10184,2017-12-11,side,side,side_pole_load_cell_8,3071,1,subject_vehicle,single_vehicle_inferred_subject,1FA6P8TH9J5106320,FORD,MUSTANG,2018,TWO DOOR COUPE,4 CYLINDER INLINE FRONT,2.3,AUTOMATIC - REAR WHEEL DRIVE,32.41,1666.0,1591.0,4792.0,1821.0,2717.0,323.0,1312.0,0.0,4656a6fad98d9bc8713f5f753552d67adcf6e909d48bee81368e4503e3b86565
10188,2017-12-15,side,side,side_pole_load_cell_8,3082,1,subject_vehicle,single_vehicle_inferred_subject,3VV1B7AX2JM016042,VOLKSWAGEN,TIGUAN,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.14,1824.0,1709.0,4720.0,1840.0,2789.0,312.0,1290.0,0.0,5fa05f35b474c84d895b17e084d3b68933a755a77da75d710a74e24bf51fe947
10192,2017-12-15,side,side,side_pole_load_cell_8,3083,1,subject_vehicle,single_vehicle_inferred_subject,1HGCV1F1XJA009998,HONDA,ACCORD,2018,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,32.34,1508.0,1418.0,4889.0,1842.0,2830.0,337.0,1186.0,0.0,e26314678715107e9bd992a47c0ffd4eef01be9ba07db3ad42b9b068ca516bc1
10194,2017-12-14,side,side,side_pole_load_cell_8,3081,1,subject_vehicle,single_vehicle_inferred_subject,WDC0G4JB7JV023731,MERCEDES,GLC CLASS,2018,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - REAR WHEEL DRIVE,32.87,1883.0,1748.0,4648.0,1842.0,2874.0,318.0,1453.0,0.0,b93ae279993910be229f43da35052b3b23554969c4ef21abd0e090431904d85d
10314,2018-04-26,side,side,side_pole_load_cell_8,3111,1,subject_vehicle,single_vehicle_inferred_subject,1C4RDHAG9JC114701,DODGE,DURANGO,2018,UTILITY VEHICLE,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.19,2272.0,2161.0,5080.0,1920.0,3049.0,382.0,1595.0,0.0,96b98aa95b7a8faae52d47cf85690b62d1c89063c96403f80fe116e1fff21c72
10318,2018-04-27,side,side,side_pole_load_cell_8,3115,1,subject_vehicle,single_vehicle_inferred_subject,1G1FW6S0XJ4112428,CHEVROLET,BOLT,2018,FIVE DOOR HATCHBACK,ELECTRIC MOTOR,0.0,AUTOMATIC - FRONT WHEEL DRIVE,31.89,1702.0,1515.0,4207.0,1756.0,2602.0,252.0,1163.0,0.0,ed3a4fc20046f452b2fb70676f372335cc7f2dadbe4a1c77cd7f942f299fbaba
10322,2018-05-10,side,side,side_pole_load_cell_8,3121,1,subject_vehicle,single_vehicle_inferred_subject,5TDKZ3DC4JS913976,TOYOTA,SIENNA,2018,MINIVAN,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.2,2144.0,2039.0,5080.0,1990.0,3020.0,378.0,1338.0,0.0,90bafe63d73b8e4b3c43beee6e035282e9c689dffa1e2e7bf9a89c3697352073
10324,2018-05-10,side,side,side_pole_load_cell_8,3122,1,subject_vehicle,single_vehicle_inferred_subject,2C4RDGBG1JR134618,DODGE,GRAND CARAVAN,2018,MINIVAN,V6 TRANSVERSE FRONT,3.6,AUTOMATIC - FRONT WHEEL DRIVE,32.68,2105.0,2015.0,5154.0,1962.0,3074.0,394.0,1364.0,0.0,d838e39d19a3985fe963aef15d25e9ab28bf13dd178947d600a9edd736b65f82
10345,2018-05-17,side,side,side_pole_load_cell_8,3129,1,subject_vehicle,single_vehicle_inferred_subject,1FMJU1HT2JEA27021,FORD,EXPEDITION,2018,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - REAR WHEEL DRIVE,32.7,2619.0,2438.0,5348.0,2031.0,3105.0,321.0,1675.0,0.0,0254b4c901baa760f14aea9e18edafa1b5551e3bc3adfbba7ca7599a0e8c8cb8
10348,2018-05-18,side,side,side_pole_load_cell_8,3135,1,subject_vehicle,single_vehicle_inferred_subject,JM3TCABY8J0222372,MAZDA,CX-9,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.0,1937.0,1828.0,5068.0,1948.0,2932.0,379.0,1373.0,0.0,ecd5b2c8ca66a1c0d36b762c6001cf8f1825824945835afd75dd7ee1279f85e3
10352,2018-06-05,side,side,side_pole_load_cell_8,3167,1,subject_vehicle,single_vehicle_inferred_subject,MAJ3P1RE7JC184114,FORD,ECOSPORT,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.0,AUTOMATIC - FRONT WHEEL DRIVE,32.62,1461.0,1382.0,4098.0,1722.0,2519.0,298.0,1022.0,0.0,a083cc2651334f6e0b4d4f59b3a47cd453185e946bb04f8949e481a31d6de96b
10354,2018-06-06,side,side,side_pole_load_cell_8,3175,1,subject_vehicle,single_vehicle_inferred_subject,3FADP4AJ0JM109073,FORD,FIESTA,2018,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.6,MANUAL - FRONT WHEEL DRIVE,32.54,1238.0,1161.0,4403.0,1684.0,2494.0,293.0,1082.0,0.0,63c1ff6600e6068e06a6e046724e566f3f57f3739016fe97e17ab0bc97f795eb
10356,2018-06-11,side,side,side_pole_load_cell_8,3182,1,subject_vehicle,single_vehicle_inferred_subject,JN1BJ1CP1JW104907,NISSAN,ROGUE SPORT,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.61,1571.0,1460.0,4376.0,1790.0,2645.0,324.0,1135.0,0.0,fa37d222a182a990aa4445d45b2e51efc59a5910b17baa0912262cf8a5fc59bf
10359,2018-06-26,side,side,side_pole_load_cell_8,3193,1,subject_vehicle,single_vehicle_inferred_subject,3C4PDCAB9JT273804,DODGE,JOURNEY,2018,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.08,1884.0,1790.0,4881.0,1868.0,2888.0,410.0,1306.0,0.0,125bef73d38bfca6b88d093c16595c1e4dfde4e02371ac8fc15b1803b0370458
10365,2018-08-02,side,side,side_pole_load_cell_8,3212,1,subject_vehicle,single_vehicle_inferred_subject,5J8TC1H36KL001665,ACURA,RDX,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.71,1795.0,1708.0,4746.0,1900.0,2748.0,284.0,1180.0,0.0,e26ca13be3d67d267786cffd8b1e4167fa095a73c96494c1680fa9e8c619f1b5
10385,2018-08-22,side,side,side_pole_load_cell_8,3219,1,subject_vehicle,single_vehicle_inferred_subject,5YJ3E1EAXJF061252,TESLA,MODEL 3,2018,FOUR DOOR SEDAN,ELECTRIC MOTOR,0.0,AUTOMATIC - REAR WHEEL DRIVE,32.08,1873.0,0.0,4654.0,1829.0,2879.0,174.0,1556.0,0.0,0283fa44ee84634d1fcbf59762d7228366ef1d1909fccad00ea6a91abd661854
10386,2018-08-27,side,side,side_pole_load_cell_8,3220,1,subject_vehicle,single_vehicle_inferred_subject,19XZE4F1XKE004700,HONDA,INSIGHT,2019,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,32.11,1440.0,1350.0,4570.0,1793.0,2700.0,342.0,1101.0,0.0,0ea9397e893e2b715a00e066361655f1c0983e73141e461e5dfc10bfad5bea3d
10389,2018-09-18,side,side,side_pole_load_cell_8,3224,1,subject_vehicle,single_vehicle_inferred_subject,4S4WMAAD0K3401874,SUBARU,ASCENT,2019,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.4,AUTOMATIC - FOUR WHEEL DRIVE,32.04,2104.0,2007.0,4994.0,1931.0,2888.0,468.0,1351.0,0.0,b58850558d27c8c90c9e0d48a2a20e0e149acf5ded0aec76c6d1ffbc7588ebdb
10554,2018-10-04,side,side,side_pole_load_cell_8,3238,1,subject_vehicle,single_vehicle_inferred_subject,1N6AA1EK0JN544159,NISSAN,TITAN,2018,4 DOOR PICKUP,V8 INLINE FRONT,5.6,AUTOMATIC - REAR WHEEL DRIVE,32.28,2704.0,2525.0,5799.0,2005.0,3558.0,423.0,1647.0,0.0,faffcc7f6b88c0eca95b76d134b194fbcef15f04a0a4c5c34f9b2087362c5758
10558,2018-10-09,side,side,side_pole_load_cell_8,3240,1,subject_vehicle,single_vehicle_inferred_subject,1C6RR6FG1KS500526,RAM,1500 CLASSIC QUAD,2019,EXTENDED CAB PICKUP,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.68,2506.0,2329.0,5823.0,2014.0,3566.0,527.0,1811.0,0.0,0653a28a8974451f859019f9de4d2b86a27e2c3e94fffa456c87b61e773353c4
10568,2018-11-01,side,side,side_pole_load_cell_8,3265,1,subject_vehicle,single_vehicle_inferred_subject,1C4RDHAG1KC550055,DODGE,DURANGO,2019,UTILITY VEHICLE,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.29,2277.0,2165.0,5085.0,1915.0,3050.0,401.0,1632.0,0.0,0422e88fc9c4d6d3fdd039f1c2d1ddd8a27c37787d7393324cb19ffe43cf1185
10569,2018-10-31,side,side,side_pole_load_cell_8,3259,1,subject_vehicle,single_vehicle_inferred_subject,1N6AD0ER2KN704235,NISSAN,FRONTIER,2019,4 DOOR PICKUP,V6 INLINE FRONT,4.0,AUTOMATIC - REAR WHEEL DRIVE,32.32,2079.0,1901.0,5213.0,1779.0,3200.0,478.0,1577.0,0.0,9a03a3b9e93d8a26ed6c8a63ee15ebfc6c3c5c96a318c861b1cbcc3767c2040c
10627,2018-12-11,side,side,side_pole_load_cell_8,3301,1,subject_vehicle,single_vehicle_inferred_subject,JF2SKACC3KH409372,SUBARU,FORESTER,2019,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,32.1,1692.0,1582.0,4623.0,1815.0,2674.0,409.0,1234.0,0.0,66c94cabcb3c5c87f0aecca824852678fafeed25fc1d1783ba5289671ba860be
10637,2018-12-18,side,side,side_pole_load_cell_8,3311,1,subject_vehicle,single_vehicle_inferred_subject,JA4J24A52JZ059588,MITSUBISHI,OUTLANDER PHEV,2018,UTILITY VEHICLE,ELECTRIC MOTOR,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.28,2011.0,1929.0,4690.0,1766.0,2670.0,360.0,1268.0,0.0,ba4343090fb2e76ab0fdda00ca6bcde5ffefaac0059c76a843ee72595129b63d
10639,2018-12-17,side,side,side_pole_load_cell_8,3310,1,subject_vehicle,single_vehicle_inferred_subject,2C4RDGBG4KR547036,DODGE,GRAND CARAVAN,2019,MINIVAN,V6 TRANSVERSE FRONT,3.6,AUTOMATIC - FRONT WHEEL DRIVE,32.1,2087.0,2002.0,5133.0,1958.0,3076.0,443.0,1388.0,0.0,118da6132e94593c6447a85245a147ef7939ac8af937d69defe0f01be8a22a96
10640,2019-01-08,side,side,side_pole_load_cell_8,3320,1,subject_vehicle,single_vehicle_inferred_subject,5UXCR6C50KLK80029,BMW,X5,2019,UTILITY VEHICLE,V6 INLINE FRONT,3.0,AUTOMATIC - FOUR WHEEL DRIVE,32.22,2248.0,2160.0,4900.0,2010.0,2975.0,344.0,1555.0,0.0,094044f4c8442658c8a73a8c0ccbd6c18965ba2ee40ded122daa43c975327c23
10644,2019-01-03,side,side,side_pole_load_cell_8,3315,1,subject_vehicle,single_vehicle_inferred_subject,5NMS23AD6KH048031,HYUNDAI,SANTA FE,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.24,1813.0,1632.0,4764.0,1884.0,2766.0,338.0,1182.0,0.0,c53f5d959d924aa9d13906a995099c3d159c89842f1e94670650aecfcc9cf8c8
10649,2019-01-10,side,side,side_pole_load_cell_8,3327,1,subject_vehicle,single_vehicle_inferred_subject,2FMPK3G99KBB30953,FORD,EDGE,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.22,1931.0,1799.0,4796.0,1917.0,2842.0,392.0,1236.0,0.0,8711b45e793bffa252ed9e5210a49733c012cbb40d6086b4023bc48ab0d534ef
10650,2019-01-11,side,side,side_pole_load_cell_8,3328,1,subject_vehicle,single_vehicle_inferred_subject,JTNK4RBE5K3016508,TOYOTA,COROLLA,2019,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.25,1458.0,1369.0,4373.0,1770.0,2640.0,305.0,1081.0,0.0,bec1bed04d7cec181eaea1a698f3861ec68f5eec242920cf31699dc2c1c2c9cc
10655,2019-01-18,side,side,side_pole_load_cell_8,3335,1,subject_vehicle,single_vehicle_inferred_subject,4T1BZ1FB1KU018141,TOYOTA,AVALON,2019,FOUR DOOR SEDAN,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.1,1766.0,1643.0,4976.0,1836.0,2874.0,331.0,1239.0,0.0,f8d4b36341a190c88ef0f79f5f5a91da57c5659c2c488134a600bea90b1e97d4
10657,2019-01-23,side,side,side_pole_load_cell_8,3337,1,subject_vehicle,single_vehicle_inferred_subject,58ABZ1B19KU008186,LEXUS,ES 350,2019,FOUR DOOR SEDAN,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.19,1802.0,1697.0,4977.0,1834.0,2870.0,333.0,1232.0,0.0,d8fb450ff4dc97419c2be10bfa720c8fc283a9490c09c8ae1d254015dc8ccf8b
10659,2019-01-29,side,side,side_pole_load_cell_8,3340,1,subject_vehicle,single_vehicle_inferred_subject,WA1AVAF14KD010029,AUDI,Q8,2019,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.0,AUTOMATIC - FOUR WHEEL DRIVE,32.42,2418.0,2237.0,4975.0,1996.0,2996.0,365.0,1455.0,0.0,173a8a40022269674167c01460ffb51b3e04ac19cf301dbe4c7c555569f32b1d
10661,2019-01-30,side,side,side_pole_load_cell_8,3342,1,subject_vehicle,single_vehicle_inferred_subject,KM8K12AA8KU223810,HYUNDAI,KONA,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,31.81,1391.0,1301.0,4164.0,1776.0,2600.0,336.0,1071.0,0.0,df94676715824241036714bab0227c80c108d619dc78f7d6b68c77c453f6c880
10662,2019-01-31,side,side,side_pole_load_cell_8,3345,1,subject_vehicle,single_vehicle_inferred_subject,3VWC57BUXKM082064,VOLKSWAGEN,JETTA,2019,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.4,AUTOMATIC - FRONT WHEEL DRIVE,32.26,1488.0,1346.0,4704.0,1795.0,2684.0,317.0,1169.0,0.0,23d11ce9a1bc8d5a04fc03f865e94893921356d28641b8659b7029eed1c6dff2
10677,2019-02-06,side,side,side_pole_load_cell_8,3356,1,subject_vehicle,single_vehicle_inferred_subject,5N1AZ2MJ1KN106306,NISSAN,MURANO,2019,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.17,1837.0,1725.0,4891.0,1915.0,2832.0,423.0,1190.0,0.0,27cc2480335ef6466361898f0e94f3e5fdf3dd62116a73983a256e94de76500e
10684,2019-02-14,side,side,side_pole_load_cell_8,3362,1,subject_vehicle,single_vehicle_inferred_subject,5UXTR7C57KLF34067,BMW,X3,2019,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - REAR WHEEL DRIVE,31.42,1947.0,1820.0,4699.0,1878.0,2862.0,324.0,1550.0,,60df28a619f40b8319a648193a9455ce48b9094de6940e3f98b4fdb8d4a257fb
10685,2019-02-20,side,side,side_pole_load_cell_8,3365,1,subject_vehicle,single_vehicle_inferred_subject,1GYAZAR4XKF128410,CADILLAC,XT4,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.32,1832.0,1653.0,4650.0,1865.0,2775.0,330.0,1203.0,0.0,f8c8c1142f22a900dad1c638aed5b02eeb0fd579c02a7f0f122d7ccf807d25b7
10687,2019-02-19,side,side,side_pole_load_cell_8,3364,1,subject_vehicle,single_vehicle_inferred_subject,3KPF24AD4KE061942,KIA,FORTE,2019,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.21,1355.0,1268.0,4638.0,1770.0,2700.0,296.0,1074.0,0.0,5896872f5397d4417c0beb7db2170a771c007eca1da5f98c95c84eaf333911b5
10701,2019-03-01,side,side,side_pole_load_cell_8,3373,1,subject_vehicle,single_vehicle_inferred_subject,1GCPWCED4KZ130811,CHEVROLET,SILVERADO 1500,2019,4 DOOR PICKUP,V8 INLINE FRONT,5.3,AUTOMATIC - REAR WHEEL DRIVE,32.29,2378.0,0.0,5944.0,2030.0,3754.0,375.0,1743.0,,a8d88ab23dbb30c4ec3f6e772913a867a041716da198bd327a23a692e3a4927e
10703,2019-03-05,side,side,side_pole_load_cell_8,3375,1,subject_vehicle,single_vehicle_inferred_subject,JTMK1RFV7KJ002368,TOYOTA,RAV4,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.23,1637.0,1536.0,4589.0,1823.0,2686.0,325.0,1157.0,0.0,33a0bbab8f155ca4713901907e1df2f833af41d8a87c73423e6c2372078ed628
10707,2019-03-07,side,side,side_pole_load_cell_8,3380,1,subject_vehicle,single_vehicle_inferred_subject,1GCRWAEF1KZ186140,CHEVROLET,SILVERADO 1500,2019,EXTENDED CAB PICKUP,V8 INLINE FRONT,5.3,AUTOMATIC - REAR WHEEL DRIVE,32.23,2346.0,2165.0,5882.0,2034.0,3748.0,372.0,1755.0,0.0,b9a8854d7c8ba004d21e9ccb2d31fff91c9fa226062b983046a45db584b0d715
10711,2019-03-13,side,side,side_pole_load_cell_8,3388,1,subject_vehicle,single_vehicle_inferred_subject,3N1CP5CU0KL481686,NISSAN,KICKS,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.6,AUTOMATIC - FRONT WHEEL DRIVE,32.47,1276.0,1190.0,4281.0,1736.0,2624.0,336.0,1074.0,0.0,2f265b00f71e5cc31a9ed9be031bc83c17f2aed5e26fe6fb38eda31df626814c
10715,2019-03-10,side,side,side_pole_load_cell_8,3383,1,subject_vehicle,single_vehicle_inferred_subject,1FT7W2A6XKED82443,FORD,F250 CREW CAB,2019,4 DOOR PICKUP,V8 INLINE FRONT,6.2,AUTOMATIC - REAR WHEEL DRIVE,32.28,2927.0,2748.0,6347.0,2020.0,4061.0,283.0,1831.0,0.0,f29197ab5bb1c4d7a3ba422ba3fd0def6476901f7d0e803a0c169f72a8225902
10717,2019-03-20,side,side,side_pole_load_cell_8,3391,1,subject_vehicle,single_vehicle_inferred_subject,3PCAJ5M17KF131464,INFINITI,QX50,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.72,1836.0,1744.0,4690.0,1900.0,2790.0,384.0,1176.0,0.0,07b6b4c3ee39a33060c7b40bb7cfb238130ab4cc93de7e1175035447b57d6cdc
10720,2019-04-05,side,side,side_pole_load_cell_8,3398,1,subject_vehicle,single_vehicle_inferred_subject,JTHY3JBH2K2002499,LEXUS,UX 200,2019,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.4,1607.0,1506.0,4492.0,1799.0,2644.0,316.0,1122.0,0.0,7e4bd7948a53c7f85e764cf8b88242456b92b709809628bff222c4d93b78298b
10723,2019-04-30,side,side,side_pole_load_cell_8,3408,1,subject_vehicle,single_vehicle_inferred_subject,1C6RRECT2KN666256,RAM,1500 QUAD,2019,EXTENDED CAB PICKUP,V8 INLINE FRONT,5.7,AUTOMATIC - REAR WHEEL DRIVE,32.22,2485.0,2329.0,5818.0,2033.0,3577.0,389.0,1602.0,0.0,951f809dbe4535c6dfa409e83aa1c5c730ddf401e6943d0a463beb266e7f43f5
10734,2019-05-09,side,side,side_pole_load_cell_8,3413,1,subject_vehicle,single_vehicle_inferred_subject,1C6RREGG4KN751001,RAM,1500 CREW,2019,4 DOOR PICKUP,STRAIGHT 6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.24,2423.0,1744.0,5918.0,2040.0,3675.0,416.0,1703.0,0.0,cbe858310aef2997cbcee29bb2cd20cbe2ae037a221e4f59952485bbaee46044
10738,2019-05-16,side,side,side_pole_load_cell_8,3419,1,subject_vehicle,single_vehicle_inferred_subject,3GNKBBRA1KS568786,CHEVROLET,BLAZER,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.28,1926.0,1749.0,4855.0,1950.0,2863.0,320.0,1270.0,0.0,bcf0999a7b043e73aff5ec273c4ffad285159c4ed75d75db23e723deb656bdd0
10765,2019-05-22,side,side,side_pole_load_cell_8,3425,1,subject_vehicle,single_vehicle_inferred_subject,KNDCB3LC2K5242616,KIA,NIRO,2019,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.6,AUTOMATIC - FRONT WHEEL DRIVE,31.87,1511.0,1424.0,4349.0,1795.0,2699.0,288.0,1120.0,0.0,d2bbfee0e6912994c6a71d28e7a287735bb5f712800816f3a265b899d6569f84
10766,2019-05-29,side,side,side_pole_load_cell_8,3427,1,subject_vehicle,single_vehicle_inferred_subject,1G1BC5SM9K7148731,CHEVROLET,CRUZE,2019,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.4,AUTOMATIC - FRONT WHEEL DRIVE,32.36,1386.0,1289.0,4659.0,1787.0,2701.0,309.0,1084.0,0.0,6e12e6d729305503f62feb5edd07d1a1e25f2a6ecbe3a30a4ccb725b380719f8
