test_no,test_date,test_family,impact_direction,load_cell_classification_id,source_vehicle_id,source_vehicle_no,participant_kind,participant_kind_source,vin,make,model,model_year,body_type,engine_type,engine_displacement_l,transmission,vehicle_speed_kph,vehicle_test_weight_kg,curb_weight_kg,vehicle_length_mm,vehicle_width_mm,wheelbase_mm,vax_crush_distance_mm,vehicle_cg_mm,vehicle_orientation_deg,source_row_hash
8443,2013-11-13,side,side,side_pole_load_cell_8,1420,1,subject_vehicle,single_vehicle_inferred_subject,WDDHF5KB6EA877922,MERCEDES,E350,2014,FOUR DOOR SEDAN,V6 INLINE FRONT,3.5,AUTOMATIC - REAR WHEEL DRIVE,32.2,1858.0,1780.0,4885.0,1850.0,2875.0,343.0,1391.0,0.0,c984c360bd2f0b19c5ed53b8593470739e6d4ccbfd1f176310ccf552119845e6
8444,2013-11-14,side,side,side_pole_load_cell_8,1425,1,subject_vehicle,single_vehicle_inferred_subject,1C4NJPBA2ED559910,JEEP,PATRIOT,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,31.83,1522.0,1460.0,4415.0,1765.0,2635.0,478.0,1215.0,0.0,e574c53f4e0e9f32f1e0f28fa679a790d6407800f825be38d0fec632b04194e5
8448,2013-11-19,side,side,side_pole_load_cell_8,1434,1,subject_vehicle,single_vehicle_inferred_subject,1G4GA5G31EF112265,BUICK,LACROSSE,2014,FOUR DOOR SEDAN,V6 TRANSVERSE FRONT,3.6,AUTOMATIC - FRONT WHEEL DRIVE,32.12,1905.0,1780.0,5005.0,1816.0,2836.0,373.0,1203.0,0.0,e28e1e597d221907067ab7f2e3761fb654c48739dae674ce66e20618113a2068
8450,2013-11-21,side,side,side_pole_load_cell_8,1435,1,subject_vehicle,single_vehicle_inferred_subject,1C4NJCBA0ED620731,JEEP,COMPASS,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,MANUAL - FRONT WHEEL DRIVE,31.93,1528.0,1412.0,3942.0,1765.0,2635.0,460.0,1191.0,0.0,898d0c064f2d30a8a868b63780c9a053602d82582d12c3653708f2ae3b00e583
8453,2013-11-26,side,side,side_pole_load_cell_8,1444,1,subject_vehicle,single_vehicle_inferred_subject,3VW1K7AJ9EM353871,VOLKSWAGEN,JETTA,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.0,MANUAL - FRONT WHEEL DRIVE,32.8,1537.0,1325.0,4633.0,1780.0,2652.0,461.0,1335.0,0.0,2e7371efdd383cad5b8a45d6a6428033ed478ff5506a708ab6ee9df2d9122afd
8454,2013-11-26,side,side,side_pole_load_cell_8,1445,1,subject_vehicle,single_vehicle_inferred_subject,1GCRCPEH6EZ158951,CHEVROLET,SILVERADO 1500,2014,EXTENDED CAB PICKUP,V6 INLINE FRONT,4.3,AUTOMATIC - REAR WHEEL DRIVE,32.07,2453.0,2272.0,5853.0,2000.0,3660.0,435.0,1605.0,0.0,dcb36ad256df7c95b6c82abb92e705e73b9aa1641bcdeeab4dc2c124819c1c1a
8461,2013-12-06,side,side,side_pole_load_cell_8,1459,1,subject_vehicle,single_vehicle_inferred_subject,KNDJN2A23E7004009,KIA,SOUL,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.6,MANUAL - FRONT WHEEL DRIVE,31.95,1344.0,1264.0,4137.0,1753.0,2572.0,344.0,1107.0,0.0,51425f7c377e0b9c3ea9f22b6dffe62e3c40491e07a66991a0c36eb31ceb9673
8462,2013-12-05,side,side,side_pole_load_cell_8,1458,1,subject_vehicle,single_vehicle_inferred_subject,5FNRL5H27EB017193,HONDA,ODYSSEY,2014,MINIVAN,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,31.95,2163.0,1994.0,5151.0,1985.0,3005.0,352.0,1383.0,0.0,fd917869583d83e83d9bb2c3d2c6bef343ad9371d05794b14484771afc1f1a5a
8463,2013-12-06,side,side,side_pole_load_cell_8,1460,1,subject_vehicle,single_vehicle_inferred_subject,JTDKN3DU8E1736808,TOYOTA,PRIUS,2014,FIVE DOOR HATCHBACK,4 CYLINDER INLINE FRONT,1.8,AUTOMATIC - FRONT WHEEL DRIVE,31.78,1475.0,1408.0,4351.0,1743.0,2697.0,360.0,1118.0,0.0,2b1dfa9600e745be4c45aba97d0e853a58a402069f614ed123e04eafa8b5261e
8466,2013-12-12,side,side,side_pole_load_cell_8,1468,1,subject_vehicle,single_vehicle_inferred_subject,KL8CA6S97EC439154,CHEVROLET,SPARK,2014,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,1.2,MANUAL - FRONT WHEEL DRIVE,31.75,1091.0,1027.0,3633.0,1584.0,2376.0,324.0,947.0,0.0,73937ea6e8c01e3f598a093934e3ed9304c4440c19ca90d1c9ed386b2d954165
8469,2013-12-13,side,side,side_pole_load_cell_8,1475,1,subject_vehicle,single_vehicle_inferred_subject,5N1AR2MN2EC634052,NISSAN,PATHFINDER,2014,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,31.96,2005.0,1912.0,5015.0,1958.0,2900.0,460.0,1333.0,0.0,eae0340a03b3e4930ddec1aba8c3dc852b6e5acc9ba3ead93c50294aee77b4ef
8471,2013-12-16,side,side,side_pole_load_cell_8,1477,1,subject_vehicle,single_vehicle_inferred_subject,1G11B5SL1EF109065,CHEVROLET,MALIBU,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.35,1682.0,1558.0,4880.0,1850.0,2740.0,351.0,1129.0,0.0,084caf81ee817b7aceb3e4f235170b06d77467198ee1929c1332684dd8f691fa
8479,2013-12-17,side,side,side_pole_load_cell_8,1480,1,subject_vehicle,single_vehicle_inferred_subject,3C6TR4CT3EG109787,RAM,2500,2014,4 DOOR PICKUP,V8 INLINE FRONT,5.7,AUTOMATIC - REAR WHEEL DRIVE,32.02,3096.0,2915.0,6032.0,2020.0,3785.0,473.0,1798.0,0.0,c9c6cb2643971001f16551c9c1fecfdc2605d2dc21951ea52522a5ec511ac462
8481,2013-12-19,side,side,side_pole_load_cell_8,1491,1,subject_vehicle,single_vehicle_inferred_subject,JF1ZNAA16E9701348,TOYOTA,SCION FR-S,2014,TWO DOOR COUPE,4 CYLINDER REAR,2.0,MANUAL - REAR WHEEL DRIVE,31.89,1328.0,1246.0,4242.0,1737.0,2575.0,441.0,1226.0,0.0,bc39b02a45734178361fdd44042267d93dcfcfab9150efabada9d0cd649103df
8489,2014-01-08,side,side,side_pole_load_cell_8,1499,1,subject_vehicle,single_vehicle_inferred_subject,3FADP4AJ5EM148120,FORD,FIESTA,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.6,MANUAL - FRONT WHEEL DRIVE,32.54,1243.0,1166.0,4415.0,1690.0,2500.0,303.0,1128.0,0.0,ddf8f1ee950bcd427f14eae5e7e6160289da45570ce9f97c7196974efe2bbda2
8492,2014-01-13,side,side,side_pole_load_cell_8,1507,1,subject_vehicle,single_vehicle_inferred_subject,JM1GJ1U6XE1149601,MAZDA,MAZDA6,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.42,1534.0,1447.0,4885.0,1840.0,2830.0,352.0,368.0,0.0,2c47055c622920e63a0b24e2317c721dfc74e623256af5e4f6f000c46148afd4
8497,2014-01-21,side,side,side_pole_load_cell_8,1519,1,subject_vehicle,single_vehicle_inferred_subject,JM1BM1T72E1126325,MAZDA,MAZDA3,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.0,MANUAL - FRONT WHEEL DRIVE,32.14,1372.0,1283.0,4570.0,1805.0,2695.0,346.0,1179.0,0.0,a58b7ae8a2fa4ae9b0d34ef2b0b7518926b7b1c8f2c2428c8b3f1468900dc778
8499,2014-01-27,side,side,side_pole_load_cell_8,1526,1,subject_vehicle,single_vehicle_inferred_subject,1C4PJLCS2EW102933,JEEP,CHEROKEE,2014,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.2,AUTOMATIC - FRONT WHEEL DRIVE,32.26,1874.0,1721.0,4620.0,1840.0,2700.0,352.0,1139.0,0.0,a4e6c8a1c4c24970704886eef958f23f61fef0b7330d78c0de985a524659e470
8523,2014-01-30,side,side,side_pole_load_cell_8,1543,1,subject_vehicle,single_vehicle_inferred_subject,JA4AD2A38EZ008034,MITSUBISHI,OUTLANDER,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,31.78,1566.0,1480.0,4661.0,1770.0,2670.0,444.0,1219.0,0.0,5059c4bf4818e7a9fbdc37d45915161049ec2a4ac170fa7f874cad42180fa054
8524,2014-01-27,side,side,side_pole_load_cell_8,1529,1,subject_vehicle,single_vehicle_inferred_subject,WAUCFAFC8EN056083,AUDI,A6,2014,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.06,1914.0,1708.0,4926.0,1868.0,2916.0,417.0,1469.0,0.0,879b499c8acf0cc78f59a5f3b2ed8e3ab3329a86226888cbc1d11584af4af41b
8528,2014-02-05,side,side,side_pole_load_cell_8,1554,1,subject_vehicle,single_vehicle_inferred_subject,5TFRM5F13EX068039,TOYOTA,TUNDRA,2014,TRUCK,V8 INLINE FRONT,4.6,AUTOMATIC - REAR WHEEL DRIVE,32.4,2504.0,2327.0,5800.0,2030.0,3700.0,349.0,1666.0,0.0,9a18dbbb98112e6b50ef28e3df05187655af8f1f3082740c6a4049929db55739
8532,2014-02-03,side,side,side_pole_load_cell_8,1548,1,subject_vehicle,single_vehicle_inferred_subject,WA1CFAFP4EA053575,AUDI,Q5,2014,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,32.01,2034.0,1855.0,4632.0,1884.0,2807.0,467.0,1417.0,0.0,fb9ef3533619491987d0a8725bcce89cee25505be0b63b8b5adc74dd7bd861b1
8534,2014-02-04,side,side,side_pole_load_cell_8,1551,1,subject_vehicle,single_vehicle_inferred_subject,5TDZARFH6ES004726,TOYOTA,HIGHLANDER,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.7,AUTOMATIC - FRONT WHEEL DRIVE,32.02,2045.0,1893.0,4855.0,1896.0,2790.0,394.0,1353.0,0.0,eb68e9d79eb8619f2b67ccbdd77cae7b6f8efd28489a8be7c6a711f4b30dd1c2
8544,2014-02-19,side,side,side_pole_load_cell_8,1573,1,subject_vehicle,single_vehicle_inferred_subject,5N1AT2MT6EC762617,NISSAN,ROGUE,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.72,1658.0,1546.0,4640.0,1835.0,2706.0,373.0,1129.0,0.0,06d7e56005acd71b5d32cc6c2bc1477854c38755a7340b4fbc62135797906285
8556,2014-02-26,side,side,side_pole_load_cell_8,1583,1,subject_vehicle,single_vehicle_inferred_subject,KMHTC6AD7EU185118,HYUNDAI,VELOSTER,2014,THREE DOOR COUPE,4 CYLINDER TRANSVERSE FRONT,1.6,AUTOMATIC - FRONT WHEEL DRIVE,31.97,1343.0,1252.0,4214.0,1758.0,2650.0,290.0,1082.0,0.0,29ef350d12e94691a706401e34e87cff8832a7adbd8386616992479ddeb2ef5b
8558,2014-03-03,side,side,side_pole_load_cell_8,1594,1,subject_vehicle,single_vehicle_inferred_subject,4T4BF1FK5ER381660,TOYOTA,CAMRY,2014,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,31.95,1579.0,1469.0,4806.0,1974.0,2768.0,379.0,1166.0,0.0,ccbb7010f753f89b27fd12d2cd5aec18f7ecb9cfdfa099a47f8687955363d1fe
8561,2014-02-26,side,side,side_pole_load_cell_8,1586,1,subject_vehicle,single_vehicle_inferred_subject,5TFEM5F19EX072689,TOYOTA,TUNDRA,2014,4 DOOR PICKUP,V8 INLINE FRONT,4.6,AUTOMATIC - REAR WHEEL DRIVE,32.28,2607.0,0.0,5800.0,2030.0,3700.0,396.0,1722.0,0.0,5ca96d4319908c44fa0e455beaf17a38abbd31b7eece8ae0bd351cc1f107401b
8568,2014-03-05,side,side,side_pole_load_cell_8,1598,1,subject_vehicle,single_vehicle_inferred_subject,NM0AE8F70E1142727,FORD,TRANSIT CONNECT,2014,TRUCK,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,31.9,1831.0,1650.0,4424.0,1807.0,2664.0,327.0,1215.0,0.0,edb7b329bffb470572d2e3ecca61847fbdb72c1d6fc83b241e52857fc80fdb04
8640,2014-04-10,side,side,side_pole_load_cell_8,1629,1,subject_vehicle,single_vehicle_inferred_subject,1GNSCBKCXFR111704,CHEVROLET,TAHOE,2015,UTILITY VEHICLE,V8 INLINE FRONT,5.3,AUTOMATIC - REAR WHEEL DRIVE,32.09,2633.0,2455.0,5170.0,2040.0,2950.0,454.0,1544.0,0.0,be1b073f826f36f7a6246e7c393eea9fd4b1c5223e24cd4f60c8dec177273881
8648,2014-04-16,side,side,side_pole_load_cell_8,1647,1,subject_vehicle,single_vehicle_inferred_subject,JTEZU5JR3E5074492,TOYOTA,4RUNNER,2014,UTILITY VEHICLE,V6 INLINE FRONT,4.0,AUTOMATIC - REAR WHEEL DRIVE,31.6,2163.0,1984.0,4832.0,1831.0,2791.0,496.0,1438.0,0.0,2b594cd7be22f758e80efb95220e5977c04bb89cf02fec38a8e44ce9014e808b
8661,2014-04-28,side,side,side_pole_load_cell_8,1660,1,subject_vehicle,single_vehicle_inferred_subject,1GC1CVEG5FF105640,CHEVROLET,SILVERADO2500,2015,4 DOOR PICKUP,V8 INLINE FRONT,6.0,AUTOMATIC - REAR WHEEL DRIVE,31.9,3069.0,2889.0,6130.0,2000.0,3915.0,445.0,1874.0,0.0,d242c48a15ab2df30c4ae550ba377f34ae7d97b01c4f205e29eac5fe8f9ebafb
8663,2014-05-02,side,side,side_pole_load_cell_8,1678,1,subject_vehicle,single_vehicle_inferred_subject,1GC2CVEG1FZ105864,CHEVROLET,SILVERADO 2500,2015,EXTENDED CAB PICKUP,V8 INLINE FRONT,6.0,AUTOMATIC - REAR WHEEL DRIVE,32.06,2978.0,2797.0,5875.0,2000.0,3672.0,455.0,1721.0,0.0,006a1bb535a8d75e6fa40d9e5db7c08836c2983d363688fbf548cb784bea22d7
8665,2014-05-09,side,side,side_pole_load_cell_8,1689,1,subject_vehicle,single_vehicle_inferred_subject,3GNAL1EK5ES637484,CHEVROLET,CAPTIVA,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.2,1853.0,1708.0,4587.0,1786.0,2705.0,427.0,1356.0,0.0,d3933888b875ebb05ae4fedee682229e4bcc7d137b9516e7c4749f8a5cfa02be
8749,2014-05-14,side,side,side_pole_load_cell_8,1697,1,subject_vehicle,single_vehicle_inferred_subject,1GNSCHKC0FR123783,CHEVROLET,SUBURBAN,2015,UTILITY VEHICLE,V8 INLINE FRONT,5.3,AUTOMATIC - REAR WHEEL DRIVE,32.15,2699.0,2518.0,5693.0,2003.0,3310.0,446.0,1742.0,0.0,d05988ce39e0cd556f56156b56d3f26ef33294c23c44d4f10c1ed42900467989
8758,2014-05-30,side,side,side_pole_load_cell_8,1708,1,subject_vehicle,single_vehicle_inferred_subject,WMWXM5C59ET932711,MINI,COOPER HARDTOP,2014,THREE DOOR HATCHBACK,3 CYLINDER TRANSVERSE FRONT,1.5,AUTOMATIC - FRONT WHEEL DRIVE,31.94,1335.0,1260.0,3794.0,1691.0,2487.0,316.0,1004.0,0.0,7aed403c5e4b7ce124290f3365c4654b589dad0e2701f50ec88afc400a182be8
8780,2014-06-05,side,side,side_pole_load_cell_8,1712,1,subject_vehicle,single_vehicle_inferred_subject,JTJZK1BA8F2420144,LEXUS,RX 350,2015,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,31.57,1998.0,1901.0,4720.0,1885.0,2738.0,501.0,1189.0,0.0,4f115a211d07de058bdf4388f67c32dccfbfd09afe058ddab5784336378297b2
8783,2014-06-06,side,side,side_pole_load_cell_8,1716,1,subject_vehicle,single_vehicle_inferred_subject,KMHGN4JE1FU019915,HYUNDAI,GENESIS,2015,FOUR DOOR SEDAN,V6 INLINE FRONT,3.8,AUTOMATIC - REAR WHEEL DRIVE,32.18,2103.0,1988.0,4987.0,1880.0,3010.0,265.0,1549.0,0.0,6b169c011dd4911e93c66c4afbd1c3a062d29379300e37f4433b733faad05892
8785,2014-06-11,side,side,side_pole_load_cell_8,1721,1,subject_vehicle,single_vehicle_inferred_subject,4A4AP3AU9EE028711,MITSUBISHI,OUTLANDER SPORT,2014,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.0,1491.0,1418.0,4301.0,1765.0,2670.0,418.0,1134.0,0.0,cd63417036c655d7b421cccd94ab42818d3310b86baa38cc770855030455c49e
8792,2014-07-16,side,side,side_pole_load_cell_8,1753,1,subject_vehicle,single_vehicle_inferred_subject,1G6AR5S30E0168990,CADILLAC,CTS,2014,FOUR DOOR SEDAN,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.26,1815.0,1706.0,4973.0,1805.0,2910.0,360.0,1465.0,0.0,7ec0de22f16f4d2b5b33ec1f10b5b46c78020fe7d4b0d02916f93c5ff452668b
8880,2014-07-24,side,side,side_pole_load_cell_8,1765,1,subject_vehicle,single_vehicle_inferred_subject,5NPE24AF5FH002025,HYUNDAI,SONATA,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.26,1619.0,1503.0,4870.0,1820.0,2810.0,348.0,1193.0,0.0,42011f1732e7159dae67411eb33a368084f8ffe1182c47ad35a97637f542cd1e
8908,2014-08-12,side,side,side_pole_load_cell_8,1779,1,subject_vehicle,single_vehicle_inferred_subject,KNAFK4A68F5263926,KIA,FORTE,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.8,AUTOMATIC - FRONT WHEEL DRIVE,32.24,1387.0,1296.0,4492.0,1768.0,2698.0,279.0,1096.0,0.0,1529515e93eebf272efe755e9821a77cba649ae25d4c2c354047a99c2b3d6502
8938,2014-09-08,side,side,side_pole_load_cell_8,1785,1,subject_vehicle,single_vehicle_inferred_subject,5LMCJ1A98FUJ03481,LINCOLN,MKC,2015,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.0,AUTOMATIC - FRONT WHEEL DRIVE,32.18,1793.0,1713.0,4555.0,1820.0,2682.0,384.0,1130.0,0.0,87649c2207ed94dd0e8777efdd39aac2463c61d941e516a796c2cd7574177c22
8940,2014-09-10,side,side,side_pole_load_cell_8,1793,1,subject_vehicle,single_vehicle_inferred_subject,1N4AL3AP5FN314978,NISSAN,ALTIMA,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,31.62,1558.0,1448.0,4863.0,1821.0,2774.0,419.0,1177.0,0.0,9e90dfc79f5d8c4a9345a35fe0e078ea00be531b4e5633c040fd604ab97df057
8981,2014-09-23,side,side,side_pole_load_cell_8,1800,1,subject_vehicle,single_vehicle_inferred_subject,1G6AA5RX3F0101057,CADILLAC,ATS,2015,FOUR DOOR SEDAN,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - REAR WHEEL DRIVE,32.21,1643.0,1542.0,4657.0,1758.0,2777.0,339.0,1401.0,0.0,f18a78d24dedfc5759c74a8cb41162cb998f6d84d89a8df1e5408dea1589c954
8985,2014-10-03,side,side,side_pole_load_cell_8,1805,1,subject_vehicle,single_vehicle_inferred_subject,1C3CCCAB1FN502389,CHRYSLER,200,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.12,1680.0,0.0,4888.0,1872.0,2730.0,349.0,1175.0,0.0,39104c7a689d9aa0d4d652c099486540ddddd208ad5f1bee68b54d3f4a28c7a8
8990,2014-10-23,side,side,side_pole_load_cell_8,1816,1,subject_vehicle,single_vehicle_inferred_subject,4S4BSAAC9F3229958,SUBARU,OUTBACK,2015,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.5,AUTOMATIC - FOUR WHEEL DRIVE,31.65,1757.0,1647.0,4812.0,1823.0,2744.0,423.0,1265.0,0.0,319c8e071d62eec032ecfc82cfdc10c9b9886ba409cf7d9c4448b4c97992ac68
8994,2014-10-29,side,side,side_pole_load_cell_8,1835,1,subject_vehicle,single_vehicle_inferred_subject,5TFTX4CN2FX048610,TOYOTA,TACOMA,2015,EXTENDED CAB PICKUP,4 CYLINDER INLINE FRONT,2.7,AUTOMATIC - REAR WHEEL DRIVE,32.07,1810.0,1634.0,5280.0,1799.0,3231.0,516.0,1568.0,0.0,3d7edbb04432fa635e638dde1f2724b8a934fbed760de17252abcd87735d0099
8995,2014-10-28,side,side,side_pole_load_cell_8,1829,1,subject_vehicle,single_vehicle_inferred_subject,1FMZK1YG1FKA10327,FORD,TRANSIT VAN,2015,VAN,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.05,2773.0,0.0,5582.0,2018.0,3300.0,422.0,1643.0,0.0,ab9b200292a5b3d15fb91e312820f914bdd04bd9c5536cedd9792b296e4cc675
8996,2014-10-30,side,side,side_pole_load_cell_8,1840,1,subject_vehicle,single_vehicle_inferred_subject,5TFJX4GN8FX038505,TOYOTA,TACOMA,2015,4 DOOR PICKUP,4 CYLINDER INLINE FRONT,2.7,AUTOMATIC - REAR WHEEL DRIVE,32.71,1946.0,1766.0,5281.0,1807.0,3245.0,476.0,1605.0,0.0,44f670704aa8c756018c9d6ea760dfedbbfb359bf34bd05abcd059ea4ec19894
9003,2014-11-11,side,side,side_pole_load_cell_8,1855,1,subject_vehicle,single_vehicle_inferred_subject,5UXKR2C58F0H35448,BMW,X5,2015,UTILITY VEHICLE,STRAIGHT 6 INLINE FRONT,3.0,AUTOMATIC - REAR WHEEL DRIVE,32.21,2274.0,2095.0,4874.0,1930.0,2934.0,440.0,1582.0,0.0,0a8d1910e2c92965215d595dda88a3848a1454c2da32eafbabc26b9a44d948f4
9004,2014-11-04,side,side,side_pole_load_cell_8,1847,1,subject_vehicle,single_vehicle_inferred_subject,4T4BF1FK4FR447293,TOYOTA,CAMRY,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,2.5,AUTOMATIC - FRONT WHEEL DRIVE,32.23,1593.0,1481.0,4850.0,1816.0,2773.0,378.0,1152.0,0.0,804e020fbf1204a7e176e59215978060446230ea2d5bb63dcd50a5326f765a81
9007,2014-11-12,side,side,side_pole_load_cell_8,1859,1,subject_vehicle,single_vehicle_inferred_subject,WAUACGFF7F1015448,AUDI,A3,2015,FOUR DOOR SEDAN,4 CYLINDER TRANSVERSE FRONT,1.8,AUTOMATIC - FRONT WHEEL DRIVE,32.26,1628.0,1424.0,4464.0,1782.0,2632.0,300.0,1166.0,0.0,b01d944a82ea5eff0554a28b54744902420b17c1a93ad3b865e64e498a25e15f
9014,2014-11-19,side,side,side_pole_load_cell_8,1877,1,subject_vehicle,single_vehicle_inferred_subject,5TDZK3DC0FS539196,TOYOTA,SIENNA,2015,MINIVAN,V6 TRANSVERSE FRONT,3.5,AUTOMATIC - FRONT WHEEL DRIVE,32.15,2162.0,1981.0,5090.0,1985.0,3032.0,419.0,1423.0,0.0,3035683484d3c2a4f32b7227873ae9486734029a50e079458e97a0177d2cc347
9016,2014-11-19,side,side,side_pole_load_cell_8,1880,1,subject_vehicle,single_vehicle_inferred_subject,2C3CDZAG9FH709441,DODGE,CHALLENGER,2015,TWO DOOR COUPE,V6 INLINE FRONT,3.6,AUTOMATIC - REAR WHEEL DRIVE,32.14,1857.0,1761.0,5009.0,1917.0,2951.0,476.0,1441.0,0.0,cd8dccf68d6be9a3abf61151c484fe9d930ef84793d6757874eb441f2910e00a
9031,2014-12-02,side,side,side_pole_load_cell_8,1896,1,subject_vehicle,single_vehicle_inferred_subject,ML32A3HJ0FH003708,MITSUBISHI,MIRAGE,2015,FIVE DOOR HATCHBACK,3 CYLINDER TRANSVERSE FRONT,1.2,MANUAL - FRONT WHEEL DRIVE,32.3,993.0,913.0,3640.0,1646.0,2450.0,326.0,1058.0,0.0,3389aab2923a14e7b2d26b2943b620b4a6ebc1471ce25b8c9ff05637fe64dbea
9034,2014-12-03,side,side,side_pole_load_cell_8,1899,1,subject_vehicle,single_vehicle_inferred_subject,3HGGK5G54FM732565,HONDA,FIT,2015,FIVE DOOR HATCHBACK,4 CYLINDER TRANSVERSE FRONT,1.5,MANUAL - FRONT WHEEL DRIVE,32.14,1221.0,1138.0,4068.0,1694.0,2530.0,250.0,1005.0,0.0,48c79c1961496d4c106f8e0de4eb09e7df923ca4c3d5361ef6b8d9ca139eac51
9044,2014-12-09,side,side,side_pole_load_cell_8,1909,1,subject_vehicle,single_vehicle_inferred_subject,5UXWX9C5XF0D52689,BMW,X3,2015,UTILITY VEHICLE,4 CYLINDER INLINE FRONT,2.0,AUTOMATIC - FOUR WHEEL DRIVE,31.68,1955.0,1843.0,4635.0,1843.0,2806.0,404.0,1435.0,0.0,3364f696d859535981b4feae52a5834ddf23ff0ba1ca4dbc1d8a20603cd00670
9045,2014-12-09,side,side,side_pole_load_cell_8,1910,1,subject_vehicle,single_vehicle_inferred_subject,2HKRM3H32FH502502,HONDA,CR-V,2015,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,2.4,AUTOMATIC - FRONT WHEEL DRIVE,32.53,1611.0,1531.0,4556.0,1830.0,2622.0,340.0,1147.0,0.0,06e54fa5fccdadaf88a4494aebc27a1f449ca0a18b68d14419e4704817587265
9049,2014-12-10,side,side,side_pole_load_cell_8,1914,1,subject_vehicle,single_vehicle_inferred_subject,1FMJU1HT5FEF02927,FORD,EXPEDITION,2015,UTILITY VEHICLE,V6 INLINE FRONT,3.5,AUTOMATIC - REAR WHEEL DRIVE,32.3,2752.0,2571.0,5230.0,1976.0,3012.0,399.0,1677.0,0.0,335f15b052ad07acbc4d5c3d7ce5360cf665f85bb5165e9d27bbfea68e9476d8
9053,2014-12-12,side,side,side_pole_load_cell_8,1921,1,subject_vehicle,single_vehicle_inferred_subject,JM3TB2BA0F0448621,MAZDA,CX-9,2015,UTILITY VEHICLE,V6 TRANSVERSE FRONT,3.7,AUTOMATIC - FRONT WHEEL DRIVE,32.18,2017.0,1909.0,5096.0,1922.0,2875.0,456.0,1266.0,0.0,e7dea1d82e2cfd92f607e9d4ce9dfc24da7979dd9f021a5fbee7afb3d494a785
9055,2014-12-23,side,side,side_pole_load_cell_8,1929,1,subject_vehicle,single_vehicle_inferred_subject,KL4CJASB5FB041276,BUICK,ENCORE,2015,UTILITY VEHICLE,4 CYLINDER TRANSVERSE FRONT,1.4,AUTOMATIC - FRONT WHEEL DRIVE,32.13,1586.0,1454.0,4273.0,1748.0,2554.0,363.0,1075.0,0.0,a7d2dcd8eac099cb0ecabf94dde2f8af072175130b3c63db8ef91a5832574f42
