test_id,test_no,vehicle_id,impact_family,vehicle_role,damage_face,profile_axis,crush_axis,point_index,dpd_value_mm,s_local_mm,s_vehicle_mm,s_norm,lencnt_mm,damdst_mm,quality_tier,source
461,7753,559,side_impactor,subject_vehicle,side_unknown,X,Y,3,188.0,-330.0,-560.0,-0.1,3300.0,-230.0,A_ProfileValid,raw_json_with_canonical_fallback
461,7753,559,side_impactor,subject_vehicle,side_unknown,X,Y,4,171.0,330.0,100.0,0.1,3300.0,-230.0,A_ProfileValid,raw_json_with_canonical_fallback
461,7753,559,side_impactor,subject_vehicle,side_unknown,X,Y,5,158.0,990.0,760.0,0.3,3300.0,-230.0,A_ProfileValid,raw_json_with_canonical_fallback
461,7753,559,side_impactor,subject_vehicle,side_unknown,X,Y,6,7.0,1650.0,1420.0,0.5,3300.0,-230.0,A_ProfileValid,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1650.0,-1672.0,-0.5,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,2,0.0,-990.0,-1012.0,-0.3,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,3,0.0,-330.0,-352.0,-0.1,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,4,0.0,330.0,308.0,0.1,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,5,0.0,990.0,968.0,0.3,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
459,7754,556,side,subject_vehicle,side_unknown,X,Y,6,0.0,1650.0,1628.0,0.5,3300.0,-22.0,C_MaxOnly,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,1,202.0,-859.0,-859.0,-0.5,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,2,375.0,-515.4,-515.4,-0.3,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,3,434.0,-171.79999999999995,-171.79999999999995,-0.09999999999999998,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,4,427.0,171.79999999999995,171.79999999999995,0.09999999999999998,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,5,355.0,515.4000000000001,515.4000000000001,0.30000000000000004,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
460,7755,557,frontal_barrier,subject_vehicle,front,Y,X,6,175.0,859.0,859.0,0.5,1718.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1500.0,-1262.0,-0.5,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,2,0.0,-900.0,-662.0,-0.3,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,3,0.0,-300.0,-62.0,-0.1,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,4,0.0,300.0,538.0,0.1,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,5,0.0,900.0,1138.0,0.3,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
464,7756,562,side,subject_vehicle,side_unknown,X,Y,6,0.0,1500.0,1738.0,0.5,3000.0,238.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,1,0.0,-1500.0,-1500.0,-0.5,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,2,0.0,-900.0,-900.0,-0.3,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,3,0.0,-300.0,-300.0,-0.1,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,4,0.0,300.0,300.0,0.1,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,5,0.0,900.0,900.0,0.3,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
467,7768,566,side_impactor,subject_vehicle,side_unknown,X,Y,6,0.0,1500.0,1500.0,0.5,3000.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,1,152.0,-660.0,-660.0,-0.5,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,2,231.0,-396.0,-396.0,-0.3,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,3,239.0,-132.0,-132.0,-0.1,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,4,204.0,132.0,132.0,0.1,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,5,170.0,396.0,396.0,0.3,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
432,7792,520,frontal_barrier,subject_vehicle,front,Y,X,6,109.0,660.0,660.0,0.5,1320.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,1,134.0,-655.0,-655.0,-0.5,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,2,197.0,-393.0,-393.0,-0.3,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,3,244.0,-131.0,-131.0,-0.1,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,4,248.0,131.0,131.0,0.1,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,5,263.0,393.0,393.0,0.3,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
462,7793,560,frontal_barrier,subject_vehicle,front,Y,X,6,181.0,655.0,655.0,0.5,1310.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,1,285.0,-625.0,-625.0,-0.5,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,2,264.0,-375.0,-375.0,-0.3,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,3,197.0,-125.0,-125.0,-0.1,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,4,67.0,125.0,125.0,0.1,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,5,10.0,375.0,375.0,0.3,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
463,7805,561,frontal_barrier,subject_vehicle,front,Y,X,6,19.0,625.0,625.0,0.5,1250.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,1,231.0,-786.0,-786.0,-0.5,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,2,358.0,-471.6,-471.6,-0.3,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,3,383.0,-157.20000000000005,-157.20000000000005,-0.10000000000000003,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,4,388.0,157.20000000000005,157.20000000000005,0.10000000000000003,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,5,324.0,471.5999999999999,471.5999999999999,0.29999999999999993,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
478,7806,577,frontal_barrier,subject_vehicle,front,Y,X,6,227.0,786.0,786.0,0.5,1572.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1650.0,-1626.0,-0.5,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,2,0.0,-990.0,-966.0,-0.3,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,3,0.0,-330.0,-306.0,-0.1,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,4,0.0,330.0,354.0,0.1,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,5,0.0,990.0,1014.0,0.3,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
510,7854,616,side,subject_vehicle,side_unknown,X,Y,6,0.0,1650.0,1674.0,0.5,3300.0,24.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,1,0.0,-1800.0,-1800.0,-0.5,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,2,0.0,-1080.0,-1080.0,-0.3,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,3,0.0,-360.0,-360.0,-0.1,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,4,0.0,360.0,360.0,0.1,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,5,0.0,1080.0,1080.0,0.3,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
512,7855,619,side_impactor,subject_vehicle,side_unknown,X,Y,6,0.0,1800.0,1800.0,0.5,3600.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,1,156.0,-808.0,-808.0,-0.5,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,2,380.0,-484.8,-484.8,-0.3,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,3,479.0,-161.60000000000002,-161.60000000000002,-0.10000000000000002,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,4,468.0,161.60000000000002,161.60000000000002,0.10000000000000002,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,5,421.0,484.79999999999995,484.79999999999995,0.3,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
514,7856,621,frontal_barrier,subject_vehicle,front,Y,X,6,229.0,808.0,808.0,0.5,1616.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,1,139.0,-818.0,-818.0,-0.5,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,2,244.0,-490.8,-490.8,-0.3,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,3,323.0,-163.60000000000002,-163.60000000000002,-0.10000000000000002,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,4,375.0,163.60000000000002,163.60000000000002,0.10000000000000002,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,5,382.0,490.79999999999995,490.79999999999995,0.3,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
519,7857,626,frontal_barrier,subject_vehicle,front,Y,X,6,209.0,818.0,818.0,0.5,1636.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,1,6.0,-1500.0,-1801.0,-0.5,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,2,22.0,-900.0,-1201.0,-0.3,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,3,188.0,-300.0,-601.0,-0.1,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,4,171.0,300.0,-1.0,0.1,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,5,158.0,900.0,599.0,0.3,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
520,7858,628,side_impactor,subject_vehicle,side_unknown,X,Y,6,7.0,1500.0,1199.0,0.5,3000.0,-301.0,A_ProfileValid,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1500.0,-1367.0,-0.5,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,2,0.0,-900.0,-767.0,-0.3,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,3,0.0,-300.0,-167.0,-0.1,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,4,0.0,300.0,433.0,0.1,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,5,0.0,900.0,1033.0,0.3,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
522,7859,631,side,subject_vehicle,side_unknown,X,Y,6,0.0,1500.0,1633.0,0.5,3000.0,133.0,C_MaxOnly,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,1,430.0,-532.0,-532.0,-0.5,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,2,441.0,-319.2,-319.2,-0.3,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,3,436.0,-106.39999999999998,-106.39999999999998,-0.09999999999999998,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,4,441.0,106.39999999999998,106.39999999999998,0.09999999999999998,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,5,440.0,319.20000000000005,319.20000000000005,0.30000000000000004,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
534,7863,643,frontal_barrier,subject_vehicle,front,Y,X,6,422.0,532.0,532.0,0.5,1064.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,1,0.0,-862.5,-862.5,-0.5,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,2,0.0,-517.5,-517.5,-0.3,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,3,0.0,-172.5,-172.5,-0.1,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,4,0.0,172.5,172.5,0.1,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,5,0.0,517.5,517.5,0.3,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
109,7866,127,side,subject_vehicle,side_unknown,X,Y,6,0.0,862.5,862.5,0.5,1725.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,1,0.0,-1350.0,-1350.0,-0.5,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,2,0.0,-810.0,-810.0,-0.3,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,3,0.0,-270.0,-270.0,-0.1,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,4,0.0,270.0,270.0,0.1,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,5,0.0,810.0,810.0,0.3,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
540,7868,650,side_impactor,subject_vehicle,side_unknown,X,Y,6,0.0,1350.0,1350.0,0.5,2700.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,1,394.0,-570.0,-570.0,-0.5,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,2,474.0,-342.0,-342.0,-0.3,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,3,510.0,-114.0,-114.0,-0.1,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,4,448.0,114.0,114.0,0.1,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,5,404.0,342.0,342.0,0.3,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
541,7869,651,frontal_barrier,subject_vehicle,front,Y,X,6,343.0,570.0,570.0,0.5,1140.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,1,0.0,-825.0,-442.0,-0.5,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,2,0.0,-495.0,-112.0,-0.3,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,3,0.0,-165.0,218.0,-0.1,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,4,0.0,165.0,548.0,0.1,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,5,0.0,495.0,878.0,0.3,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
537,7870,646,side,subject_vehicle,side_unknown,X,Y,6,0.0,825.0,1208.0,0.5,1650.0,383.0,C_MaxOnly,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,1,375.0,-764.0,-764.0,-0.5,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,2,490.0,-458.4,-458.4,-0.3,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,3,508.0,-152.79999999999995,-152.79999999999995,-0.09999999999999996,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,4,538.0,152.79999999999995,152.79999999999995,0.09999999999999996,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,5,440.0,458.4000000000001,458.4000000000001,0.30000000000000004,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
547,7871,657,frontal_barrier,subject_vehicle,front,Y,X,6,228.0,764.0,764.0,0.5,1528.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,1,337.0,-865.0,-865.0,-0.5,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,2,421.0,-519.0,-519.0,-0.3,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,3,450.0,-173.0,-173.0,-0.1,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,4,442.0,173.0,173.0,0.1,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,5,393.0,519.0,519.0,0.3,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
550,7872,660,frontal_barrier,subject_vehicle,front,Y,X,6,170.0,865.0,865.0,0.5,1730.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,1,312.0,-815.0,-815.0,-0.5,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,2,447.0,-489.0,-489.0,-0.3,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,3,464.0,-163.0,-163.0,-0.1,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,4,465.0,163.0,163.0,0.1,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,5,422.0,489.0,489.0,0.3,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
552,7873,662,frontal_barrier,subject_vehicle,front,Y,X,6,262.0,815.0,815.0,0.5,1630.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,1,-12.0,-1575.0,-1886.0,-0.5,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,2,-5.0,-945.0,-1256.0,-0.3,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,3,244.0,-315.0,-626.0,-0.1,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,4,230.0,315.0,4.0,0.1,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,5,120.0,945.0,634.0,0.3,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
553,7874,664,side_impactor,subject_vehicle,side_unknown,X,Y,6,5.0,1575.0,1264.0,0.5,3150.0,-311.0,A_ProfileValid,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1500.0,-1378.0,-0.5,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,2,0.0,-900.0,-778.0,-0.3,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,3,0.0,-300.0,-178.0,-0.1,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,4,0.0,300.0,422.0,0.1,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,5,0.0,900.0,1022.0,0.3,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
554,7875,665,side,subject_vehicle,side_unknown,X,Y,6,0.0,1500.0,1622.0,0.5,3000.0,122.0,C_MaxOnly,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,1,388.0,-635.0,-635.0,-0.5,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,2,476.0,-381.0,-381.0,-0.3,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,3,466.0,-127.0,-127.0,-0.1,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,4,468.0,127.0,127.0,0.1,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,5,473.0,381.0,381.0,0.3,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
555,7876,666,frontal_barrier,subject_vehicle,front,Y,X,6,383.0,635.0,635.0,0.5,1270.0,0.0,A_ProfileValid,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,1,0.0,-1725.0,-1725.0,-0.5,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,2,0.0,-1035.0,-1035.0,-0.3,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,3,0.0,-345.0,-345.0,-0.1,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,4,0.0,345.0,345.0,0.1,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,5,0.0,1035.0,1035.0,0.3,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
556,7877,668,side_impactor,subject_vehicle,side_unknown,X,Y,6,0.0,1725.0,1725.0,0.5,3450.0,0.0,C_MaxOnly,raw_json_with_canonical_fallback
557,7878,669,side,subject_vehicle,side_unknown,X,Y,1,0.0,-1725.0,-1628.0,-0.5,3450.0,97.0,C_MaxOnly,raw_json_with_canonical_fallback
557,7878,669,side,subject_vehicle,side_unknown,X,Y,2,0.0,-1035.0,-938.0,-0.3,3450.0,97.0,C_MaxOnly,raw_json_with_canonical_fallback
557,7878,669,side,subject_vehicle,side_unknown,X,Y,3,0.0,-345.0,-248.0,-0.1,3450.0,97.0,C_MaxOnly,raw_json_with_canonical_fallback
557,7878,669,side,subject_vehicle,side_unknown,X,Y,4,0.0,345.0,442.0,0.1,3450.0,97.0,C_MaxOnly,raw_json_with_canonical_fallback
