test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_all_zero_placeholder,flag_not_subject_vehicle,flag_dpd_all_zero,flag_crhdst_missing_or_zero,flag_vdi_unusable,flag_lencnt_missing,flag_damdst_missing,flag_lencnt_out_of_range,flag_damdst_out_of_range,flag_crhdst_lt_dpdmax,flag_pdof_family_mismatch,flag_side_imppnt_mismatch,flag_axbx_all_missing,flag_axbx_no_delta,flag_rear_low_confidence,flag_dpd_negative,flag_negative_dpd_present,flag_cmean_negative,flag_not_target_family,exclusion_reason
679,8274,813,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
680,8275,814,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
683,8276,817,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
686,8277,821,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
687,8278,822,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
690,8279,825,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
691,8280,826,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
692,8281,827,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
697,8282,833,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
698,8283,834,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
702,8284,840,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
703,8285,841,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
704,8286,842,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
705,8287,843,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
694,8288,829,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1040,8292,1232,1,side_impactor,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1079,8296,1272,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1094,8299,1289,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
806,8300,976,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
807,8301,977,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
808,8302,978,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
809,8303,979,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
810,8304,980,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
811,8305,981,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
819,8306,991,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
820,8307,992,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1100,8310,1296,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1103,8312,1300,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1106,8315,1304,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1108,8317,1307,1,side_impactor,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1127,8323,1331,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1128,8324,1333,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1060,8326,1253,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1061,8327,1254,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1062,8328,1255,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1063,8329,1256,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
991,8331,1183,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
997,8332,1189,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
998,8333,1190,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1011,8334,1203,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1012,8335,1204,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1017,8336,1209,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1033,8337,1225,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1034,8338,1226,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1035,8339,1227,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1036,8340,1228,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1037,8341,1229,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
992,8342,1184,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
593,8344,710,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
593,8344,711,2,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1149,8357,1355,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1120,8375,1324,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1121,8376,1325,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1123,8377,1327,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1124,8378,1328,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1152,8384,1359,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1134,8390,1340,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1135,8391,1341,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1136,8392,1342,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1138,8393,1344,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1141,8394,1347,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1142,8395,1348,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1143,8396,1349,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1144,8397,1350,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1145,8398,1351,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1146,8399,1352,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1147,8400,1353,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1148,8401,1354,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1159,8402,1369,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1162,8404,1374,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1187,8409,1404,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1196,8414,1416,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
66,8415,83,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
67,8416,84,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
68,8417,85,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
71,8418,88,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
72,8419,89,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
73,8420,90,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
74,8421,91,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
75,8422,92,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
76,8423,93,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
69,8424,86,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
78,8425,95,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
79,8426,96,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
80,8427,97,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
81,8428,98,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
83,8429,100,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
84,8430,101,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
85,8431,102,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
86,8432,103,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
87,8433,104,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
88,8434,105,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
91,8435,109,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
92,8436,110,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
93,8437,111,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
96,8438,114,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
97,8439,115,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
98,8440,116,1,sled_with_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
1197,8441,1418,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1193,8442,1412,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1204,8445,1428,1,side_impactor,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1207,8447,1432,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1199,8449,1421,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1212,8451,1440,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1213,8452,1442,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1222,8458,1454,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1223,8460,1456,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1230,8465,1465,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1233,8468,1469,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1239,8472,1478,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
1244,8473,1485,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
1190,8475,1408,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1190,8475,1409,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
1165,8476,1377,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1165,8476,1378,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
1170,8477,1383,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1170,8477,1384,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
1184,8478,1399,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1184,8478,1400,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
1245,8485,1487,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1253,8488,1497,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1253,8488,1498,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
1255,8490,1500,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1260,8491,1508,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1256,8493,1502,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1261,8494,1510,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1269,8498,1522,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
957,8500,1147,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
958,8501,1148,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
960,8502,1151,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
961,8503,1152,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
962,8504,1153,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
963,8505,1154,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
944,8510,1128,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
944,8510,1129,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,audit_only_family
950,8511,1138,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
950,8511,1139,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
1277,8513,1532,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1278,8514,1534,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
813,8516,984,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
814,8517,985,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
829,8518,1002,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
830,8519,1003,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1282,8522,1541,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1279,8525,1536,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
293,8527,351,1,adas_fcw,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1288,8533,1549,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1293,8535,1556,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1290,8536,1552,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1303,8541,1567,1,static_airbag,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
1297,8542,1561,1,static_airbag,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
1310,8546,1574,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
1157,8547,1366,1,rear,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,all_zero_placeholder
1157,8547,1367,2,rear,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,all_zero_placeholder
1161,8548,1372,1,rear,subject_vehicle,X_Exclude,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,rear_low_confidence
1319,8557,1584,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1326,8559,1592,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
1328,8560,1595,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
21,8565,29,1,adas_fcw,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
36,8567,50,1,adas_ldw,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1331,8569,1599,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,not_subject_vehicle
1275,8570,1530,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1276,8571,1531,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1312,8579,1577,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1313,8580,1578,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1314,8581,1579,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1315,8582,1580,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1316,8583,1581,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1321,8584,1587,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1322,8585,1588,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
1323,8586,1589,1,low_risk_deployment,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
954,8597,1143,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
955,8598,1144,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
964,8599,1155,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
965,8600,1156,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
