test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_all_zero_placeholder,flag_not_subject_vehicle,flag_dpd_all_zero,flag_crhdst_missing_or_zero,flag_vdi_unusable,flag_lencnt_missing,flag_damdst_missing,flag_lencnt_out_of_range,flag_damdst_out_of_range,flag_crhdst_lt_dpdmax,flag_pdof_family_mismatch,flag_side_imppnt_mismatch,flag_axbx_all_missing,flag_axbx_no_delta,flag_rear_low_confidence,flag_dpd_negative,flag_negative_dpd_present,flag_cmean_negative,flag_not_target_family,exclusion_reason
4,7204,4,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
6,7259,8,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
9,7341,12,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
11,7343,15,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
16,7346,22,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
23,7352,31,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
20,7353,27,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
25,7355,34,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
26,7356,36,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
35,7363,48,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
33,7364,44,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
40,7367,55,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
42,7371,58,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,audit_only_family
42,7371,59,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
89,7392,106,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
77,7395,94,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
65,7396,82,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
70,7397,87,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
64,7398,81,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
62,7399,79,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
94,7401,112,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
90,7402,108,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
100,7403,118,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
101,7404,119,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
103,7405,121,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
104,7406,122,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
107,7407,125,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
108,7408,126,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
106,7409,124,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
118,7410,138,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
122,7412,144,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
125,7415,148,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
121,7416,142,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
127,7420,150,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
145,7421,170,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
157,7422,183,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
154,7423,180,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
155,7425,181,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
156,7436,182,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
169,7437,198,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
181,7439,210,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
124,7442,147,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
208,7448,243,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
200,7449,233,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
201,7450,234,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
199,7451,232,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
198,7452,231,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
202,7453,235,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
217,7461,257,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
225,7465,267,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
211,7467,248,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
211,7467,249,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,audit_only_family
223,7469,264,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
226,7470,269,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
228,7473,272,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
237,7479,282,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
244,7483,290,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
245,7484,292,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
247,7486,295,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
266,7492,316,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
264,7493,313,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
271,7498,323,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
204,7499,237,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
173,7500,202,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
179,7501,208,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
270,7503,321,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
278,7507,333,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
276,7508,329,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
277,7510,331,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
218,7513,259,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
238,7514,284,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
260,7515,309,1,rollover,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
283,7517,339,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
285,7519,342,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
295,7528,353,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,not_subject_vehicle
292,7530,350,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
300,7534,359,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
301,7535,361,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
305,7537,366,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
310,7539,373,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
308,7541,370,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,not_subject_vehicle
129,7543,152,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
130,7544,153,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
131,7545,154,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
132,7546,155,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
133,7547,156,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
135,7548,159,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
136,7549,160,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
138,7550,162,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
139,7551,163,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
141,7552,166,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
142,7553,167,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
143,7554,168,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
144,7555,169,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
170,7556,199,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
171,7557,200,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
174,7558,203,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
175,7559,204,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
176,7560,205,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
177,7561,206,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
180,7562,209,1,sled_without_body,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
311,7563,375,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
317,7571,382,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
319,7572,385,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
322,7576,389,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
324,7578,392,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
325,7580,394,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
336,7586,406,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
339,7589,410,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
343,7593,415,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
329,7597,399,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
330,7598,400,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
326,7599,396,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
349,7602,422,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
351,7604,425,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
5,7607,6,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
357,7608,432,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
358,7613,434,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
360,7616,437,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
375,7629,453,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
344,7631,417,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
347,7632,420,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
335,7633,405,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
381,7636,460,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
385,7637,465,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
391,7640,472,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
387,7642,468,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
388,7643,469,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
392,7644,474,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
393,7645,475,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
15,7646,20,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
395,7648,477,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
408,7650,491,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,not_subject_vehicle
137,7656,161,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
146,7657,171,1,research_other,subject_vehicle,X_Exclude,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
172,7658,201,1,research_other,subject_vehicle,X_Exclude,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
184,7659,215,1,research_other,subject_vehicle,X_Exclude,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
188,7660,219,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
197,7661,230,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
203,7662,236,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
206,7663,240,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
148,7690,174,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
149,7691,175,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
150,7692,176,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
151,7693,177,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
152,7694,178,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
153,7695,179,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
159,7696,186,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
160,7697,187,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
162,7698,190,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
163,7699,191,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
164,7700,192,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
165,7701,193,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
166,7702,194,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
167,7703,195,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
185,7704,216,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
186,7705,217,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
187,7706,218,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
189,7707,220,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
190,7708,221,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
191,7709,222,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
193,7710,225,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
194,7711,226,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
195,7712,227,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,audit_only_family
410,7713,494,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
411,7714,496,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
413,7716,499,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
420,7721,506,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
404,7722,487,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
405,7723,488,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
406,7724,489,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
407,7725,490,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
370,7727,448,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
417,7728,503,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,audit_only_family
424,7731,510,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
429,7733,516,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
435,7737,523,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
436,7738,525,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,not_subject_vehicle
