category,test_id,test_no,vehicle_id,impact_family,vehicle_role,quality_tier,outlier_type,metric,value,comparator,VDI,PDOF,CRHDST,C_profile_max_mm,reason
high_C_mean_norm,2826,10674,3354,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.10945169712793733,0.10695075495923233,10LPEW2,297.0,272.0,272.0,high_C_mean_norm
high_C_mean_norm,2839,10690,3370,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12275449101796407,0.11883924757349121,12FDEW2,0.0,652.0,651.0,high_C_mean_norm
high_C_mean_norm,2876,10736,3417,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12092376182526433,0.10695075495923233,10LPEW2,297.0,248.0,248.0,high_C_mean_norm
high_C_mean_norm,2886,10771,3431,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.11788185204896222,0.10695075495923233,10LPEW2,297.0,273.0,273.0,high_C_mean_norm
high_C_mean_norm,2980,10964,3551,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.10925228617536312,0.10695075495923233,10LPEW2,297.0,277.0,273.0,high_C_mean_norm
high_C_max_norm,3118,11130,3714,side_impactor,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.18181818181818182,0.15611387289958717,10LPEW2,297.0,364.0,234.0,high_C_max_norm
high_C_max_norm,3160,11266,3761,side,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.2721393034825871,0.2575310100413467,10LPAN3,285.0,547.0,546.0,high_C_max_norm
high_C_mean_norm,3267,11386,3892,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.10752808988764045,0.10695075495923233,10LPEW2,297.0,251.0,251.0,high_C_mean_norm
high_C_max_norm,3278,11396,3906,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.14892198266281395,0.13424949728416466,12FDEW2,0.0,670.0,670.0,high_C_max_norm
high_C_mean_norm,3278,11396,3906,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1386308068459658,0.11883924757349121,12FDEW2,0.0,670.0,670.0,high_C_mean_norm
high_C_max_norm,3297,11573,3933,side_impactor,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.1751740139211137,0.15611387289958717,10LPEW2,297.0,302.0,285.0,high_C_max_norm
high_C_mean_norm,3297,11573,3933,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1348027842227378,0.10695075495923233,10LPEW2,297.0,302.0,285.0,high_C_mean_norm
high_C_max_norm,3323,11591,3966,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.13440387153541575,0.13424949728416466,12FDEW3,0.0,611.0,611.0,high_C_max_norm
high_C_max_norm,3347,11660,3994,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.1410172451429819,0.13424949728416466,12FDEW3,0.0,646.0,646.0,high_C_max_norm
high_C_mean_norm,3347,11660,3994,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1298624754420432,0.11883924757349121,12FDEW3,0.0,646.0,646.0,high_C_mean_norm
high_C_max_norm,3362,11664,4010,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.13725896744764668,0.13424949728416466,12FDEW4,0.0,662.0,662.0,high_C_max_norm
high_C_mean_norm,3362,11664,4010,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.13093510263321584,0.11883924757349121,12FDEW4,0.0,662.0,662.0,high_C_mean_norm
high_C_max_norm,3381,14051,4031,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.14867337602927722,0.13424949728416466,12FDEW4,0.0,650.0,484.0,high_C_max_norm
high_C_max_norm,3399,14060,4054,side_impactor,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.17694805194805194,0.15611387289958717,10LPEW2,297.0,327.0,323.0,high_C_max_norm
high_C_mean_norm,3399,14060,4054,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.13398268398268398,0.10695075495923233,10LPEW2,297.0,327.0,323.0,high_C_mean_norm
high_C_mean_norm,3386,14072,4039,side_impactor,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.11289274106175515,0.10695075495923233,10LPEW2,297.0,283.0,258.0,high_C_mean_norm
high_C_max_norm,3423,14075,4080,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.13777191825972313,0.13424949728416466,12FDEW3,0.0,627.0,372.0,high_C_max_norm
high_C_mean_norm,3449,14214,4112,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12267416702726093,0.11883924757349121,12FDEW1,0.0,476.0,610.0,high_C_mean_norm
high_C_max_norm,3483,14257,4157,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.13752808988764045,0.13424949728416466,12FDEW3,0.0,612.0,379.0,high_C_max_norm
high_C_max_norm,3472,14259,4143,side_impactor,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.162,0.15611387289958717,09LPEW2,270.0,324.0,324.0,high_C_max_norm
high_C_max_norm,3520,14294,4207,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.159679037111334,0.13424949728416466,12FDEW3,0.0,796.0,796.0,high_C_max_norm
high_C_mean_norm,3520,14294,4207,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.14296890672016047,0.11883924757349121,12FDEW3,0.0,796.0,796.0,high_C_mean_norm
high_C_max_norm,3530,14316,4219,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.14072735486785634,0.13424949728416466,12FDEW4,0.0,623.0,603.0,high_C_max_norm
high_C_mean_norm,3530,14316,4219,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12812288231307883,0.11883924757349121,12FDEW4,0.0,623.0,603.0,high_C_mean_norm
high_C_mean_norm,3548,14362,4246,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12098203592814372,0.11883924757349121,12FDEW2,0.0,545.0,540.0,high_C_mean_norm
high_C_mean_norm,3551,14381,4250,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12943323314727354,0.11883924757349121,12FDEW3,0.0,487.0,656.0,high_C_mean_norm
high_C_max_norm,3557,14385,4259,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.9330318690783808,0.13424949728416466,12FDEW3,0.0,4333.0,433.0,high_C_max_norm
high_C_mean_norm,3584,14396,4294,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12148817802503478,0.11883924757349121,12FDEW2,0.0,569.0,558.0,high_C_mean_norm
high_C_max_norm,3572,14425,4279,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.14279885760913913,0.13424949728416466,12FDEW4,0.0,700.0,700.0,high_C_max_norm
high_C_mean_norm,3572,14425,4279,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1291309669522644,0.11883924757349121,12FDEW4,0.0,700.0,700.0,high_C_mean_norm
high_C_mean_norm,3586,14439,4296,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.12288642186165671,0.11883924757349121,12FDEW3,0.0,611.0,611.0,high_C_mean_norm
high_C_max_norm,3803,15305,4574,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_max_norm,C_max_norm,0.13665663944993553,0.13424949728416466,12FDEW3,0.0,636.0,636.0,high_C_max_norm
high_C_mean_norm,3803,15305,4574,frontal_barrier,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1321658788139235,0.11883924757349121,12FDEW3,0.0,636.0,636.0,high_C_mean_norm
high_C_mean_norm,3820,15323,4597,side,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1390791690061763,0.12762569666304482,09LPAN3,285.0,320.0,320.0,high_C_mean_norm
high_C_mean_norm,3836,15341,4620,side,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.1284679089026915,0.12762569666304482,09LPAN3,285.0,440.0,420.0,high_C_mean_norm
high_C_max_norm,3764,15453,4521,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_max_norm,C_max_norm,0.15278884462151393,0.13424949728416466,12FDEW3,,767.0,767.0,high_C_max_norm
high_C_mean_norm,3764,15453,4521,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.13205179282868526,0.11883924757349121,12FDEW3,,767.0,767.0,high_C_mean_norm
high_C_mean_norm,3883,15474,4681,side,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.15711135611907387,0.12762569666304482,09LPAN3,285.0,354.0,350.0,high_C_mean_norm
high_C_max_norm,3462,15483,4129,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_max_norm,C_max_norm,0.1413734633319203,0.13424949728416466,12FDEW2,0.0,667.0,667.0,high_C_max_norm
high_C_mean_norm,3462,15483,4129,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.13028825773632893,0.11883924757349121,12FDEW2,0.0,667.0,667.0,high_C_mean_norm
high_C_max_norm,3599,15487,4314,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_max_norm,C_max_norm,0.13716814159292035,0.13424949728416466,12FDEW2,0.0,620.0,620.0,high_C_max_norm
high_C_mean_norm,3599,15487,4314,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.12944690265486727,0.11883924757349121,12FDEW2,0.0,620.0,620.0,high_C_mean_norm
high_C_mean_norm,3575,15490,4283,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.12370762711864407,0.11883924757349121,12FDEW2,0.0,620.0,620.0,high_C_mean_norm
high_C_max_norm,3767,15500,4526,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_max_norm,C_max_norm,0.1445916114790287,0.13424949728416466,12FDEW3,0.0,655.0,655.0,high_C_max_norm
high_C_mean_norm,3767,15500,4526,frontal_barrier,subject_vehicle,B_ProfilePartial,high_C_mean_norm,C_mean_norm,0.13037527593818984,0.11883924757349121,12FDEW3,0.0,655.0,655.0,high_C_mean_norm
high_C_mean_norm,3900,15540,4729,side,subject_vehicle,A_ProfileValid,high_C_mean_norm,C_mean_norm,0.15271009448035805,0.12762569666304482,09LPAN3,285.0,399.0,399.0,high_C_mean_norm
