test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_dpd_negative,flag_negative_dpd_present,flag_cmean_negative,rear_family_profile_capable,rear_damage_high_confidence,rear_direction_comment,MAKE,MODEL,YEAR,BODYD,VDI,vdi_usable,PDOF,LENCNT,DAMDST,CRHDST,DPD1,DPD2,DPD3,DPD4,DPD5,DPD6,C_profile_max_mm,C_mean_mm,C_rms_mm,A_crush_2d_mm2,C_peak_ratio,asymmetry,centroid_norm,L_norm,C_mean_norm,C_max_norm,A_crush_norm,D_offset_norm,AXBX_delta_summary,front_total_length_shortening,front_structural_delta_median,front_left_right_bumper_asymmetry,rear_total_length_shortening,speed_kph,speed_source,speed_mps,KE_proxy,VEHTWT,CURBWT,VEHLEN,VEHWID,WHLBAS,VEHCG,closingSpeed,vehicleSpeed,impactAngle,offsetDistance,IMPPNT,CRBANG,CARANG,VEHOR,BMPENGD,SILENGD,APLENGD,testConfigurationKey
1597,9050,1916,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,EXPEDITION,2015,UTILITY VEHICLE,03LPAW2,1,297.0,2350.0,27.0,171.0,51.0,107.0,137.0,119.0,112.0,57.0,137.0,105.8,109.40566712926712,248630.0,1.616257088846881,-0.010396975425330813,0.002038551760781011,0.44933078393881454,0.05354251012145749,0.08653846153846154,0.024058298046926406,0.010325047801147227,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 1.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -5.0, ""delta_2"": 0.0, ""delta_20"": 38.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 38.0, ""front_bumper_right_delta"": -5.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 43.0, ""front_left_right_bumper_asymmetry"": 43.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 1.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 1.0}",1.0,0.0,43.0,,61.88,closingSpeed,17.18888888888889,417334.28549382725,2825.0,2567.0,5230.0,1976.0,3012.0,1658.0,61.88,0.0,270.0,0.0,314.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
1599,9051,1918,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,EXPEDITION,2015,UTILITY VEHICLE,12FDEW6,1,0.0,1170.0,0.0,484.0,297.0,348.0,400.0,484.0,466.0,404.0,484.0,409.7,414.30146029189905,479349.0,1.181352208933366,0.11447400536978276,0.040784013976850844,0.5921052631578947,0.07310849393290507,0.08636688079942897,0.043287924039220105,0.0,"{""a_pillar_base_asym_delta"": 5.0, ""delta_1"": 441.0, ""delta_10"": -40.0, ""delta_11"": -24.0, ""delta_12"": -37.0, ""delta_13"": -32.0, ""delta_14"": -13.0, ""delta_15"": -18.0, ""delta_16"": -62.0, ""delta_17"": -38.0, ""delta_18"": -65.0, ""delta_19"": 404.0, ""delta_2"": 42.0, ""delta_20"": 297.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": -48.0, ""delta_5"": -36.0, ""delta_6"": -44.0, ""delta_7"": -30.0, ""delta_8"": -47.0, ""delta_9"": -34.0, ""door_leading_lower_asym_delta"": 14.0, ""door_leading_upper_asym_delta"": 12.0, ""door_trailing_lower_asym_delta"": 16.0, ""door_trailing_upper_asym_delta"": 13.0, ""firewall_side_asym_delta"": -5.0, ""front_bumper_left_delta"": 297.0, ""front_bumper_right_delta"": 404.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 42.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": -18.0, ""front_firewall_right_delta"": -13.0, ""front_left_right_asym_delta"": -107.0, ""front_left_right_bumper_asymmetry"": -107.0, ""front_structural_delta"": 42.0, ""front_structural_delta_median"": 42.0, ""front_total_length_shortening"": 441.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 441.0}",441.0,42.0,-107.0,,56.31,closingSpeed,15.641666666666667,373598.4710416667,3054.0,2784.0,5604.0,1976.0,3320.0,1765.0,56.31,56.31,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
1600,9052,1920,2,side_impactor,subject_vehicle,A_ProfileValid,1,1,0,0,0,,HONDA,CR-V,2015,UTILITY VEHICLE,09LPEW2,1,297.0,2700.0,-63.0,185.0,-2.0,178.0,170.0,185.0,145.0,27.0,185.0,138.1,152.44703998438277,372870.0,1.3396089790007242,-0.010499637943519189,-0.001976155346812877,0.5932762030323006,0.07587912087912088,0.10164835164835165,0.0450172767245938,-0.027686222808174028,"{""a_pillar_base_asym_delta"": -7.0, ""delta_1"": 8.0, ""delta_10"": -6.0, ""delta_11"": -1.0, ""delta_12"": 7.0, ""delta_13"": 0.0, ""delta_14"": 20.0, ""delta_15"": 54.0, ""delta_16"": 12.0, ""delta_17"": 19.0, ""delta_18"": -19.0, ""delta_19"": 27.0, ""delta_2"": -11.0, ""delta_20"": 16.0, ""delta_21"": 154.0, ""delta_3"": null, ""delta_4"": -2.0, ""delta_5"": 0.0, ""delta_6"": -6.0, ""delta_7"": 7.0, ""delta_8"": 4.0, ""delta_9"": -15.0, ""door_leading_lower_asym_delta"": 13.0, ""door_leading_upper_asym_delta"": 2.0, ""door_trailing_lower_asym_delta"": 5.0, ""door_trailing_upper_asym_delta"": -19.0, ""firewall_side_asym_delta"": 34.0, ""front_bumper_left_delta"": 16.0, ""front_bumper_right_delta"": 27.0, ""front_engine_block_delta"": 154.0, ""front_engine_front_delta"": -11.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 54.0, ""front_firewall_right_delta"": 20.0, ""front_left_right_asym_delta"": -11.0, ""front_left_right_bumper_asymmetry"": -11.0, ""front_structural_delta"": 20.0, ""front_structural_delta_median"": 20.0, ""front_total_length_shortening"": 8.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 8.0}",8.0,20.0,-11.0,,61.7,closingSpeed,17.13888888888889,249239.67322530865,1697.0,1533.0,4551.0,1820.0,2624.0,1138.0,61.7,0.0,270.0,0.0,84.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
1601,9053,1921,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,,MAZDA,CX-9,2015,UTILITY VEHICLE,09LPAN3,1,285.0,1150.0,206.0,456.0,78.0,245.0,420.0,385.0,204.0,46.0,420.0,263.2,293.38234439038763,302680.0,1.7325227963525838,-0.06325987841945288,-0.00816243027489228,0.22566718995290425,0.13694068678459936,0.2372528616024974,0.030903019976901352,0.08084772370486656,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 36.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -13.0, ""delta_2"": 0.0, ""delta_20"": 170.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 170.0, ""front_bumper_right_delta"": -13.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 183.0, ""front_left_right_bumper_asymmetry"": 183.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 36.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 36.0}",36.0,0.0,183.0,,32.18,closingSpeed,8.938888888888888,80582.91631172839,2017.0,1909.0,5096.0,1922.0,2875.0,1266.0,32.18,32.18,270.0,0.0,0.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
1602,9054,1923,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,MAZDA,CX-9,2015,UTILITY VEHICLE,03LPAW2,1,297.0,2025.0,-230.0,274.0,37.0,267.0,260.0,264.0,251.0,69.0,267.0,219.0,234.37192664651624,443475.0,1.2511415525114156,0.0027397260273972603,0.0026128470355476227,0.39737048665620095,0.11394380853277836,0.1425598335067638,0.04527790664813112,-0.09026687598116169,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 2.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 14.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 14.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 14.0, ""front_left_right_bumper_asymmetry"": 14.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 2.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 2.0}",2.0,0.0,14.0,,62.09,closingSpeed,17.247222222222224,311893.80809027783,2097.0,1912.0,5096.0,1922.0,2875.0,1289.0,62.09,0.0,270.0,0.0,-56.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
1608,9055,1929,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,,BUICK,ENCORE,2015,UTILITY VEHICLE,09LPAN3,1,285.0,1050.0,20.0,363.0,91.0,241.0,370.0,304.0,110.0,20.0,370.0,216.1,246.51064885720456,226905.0,1.6797778806108283,-0.1999074502545118,-0.028950764640019284,0.24572899602153053,0.12362700228832951,0.20766590389016018,0.03037873915346267,0.00936110461034402,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 24.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -4.0, ""delta_2"": 0.0, ""delta_20"": 76.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 76.0, ""front_bumper_right_delta"": -4.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 80.0, ""front_left_right_bumper_asymmetry"": 80.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 24.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 24.0}",24.0,0.0,80.0,,32.13,closingSpeed,8.925,63166.91062500001,1586.0,1454.0,4273.0,1748.0,2554.0,1075.0,32.13,32.13,270.0,0.0,0.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,VTP
1609,9056,1931,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,BUICK,ENCORE,2015,UTILITY VEHICLE,10LPEW2,1,297.0,1975.0,-135.0,214.0,93.0,206.0,166.0,187.0,182.0,58.0,206.0,163.3,169.75953581463398,322517.5,1.3104715248009797,-0.031537048377219844,-0.015680423468168874,0.46220454013573603,0.09342105263157896,0.12242562929061784,0.04317963467057534,-0.06318745611982214,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 2.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 11.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 11.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 11.0, ""front_left_right_bumper_asymmetry"": 11.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 2.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 2.0}",2.0,0.0,11.0,,61.84,closingSpeed,17.177777777777777,246093.42518518516,1668.0,1458.0,4273.0,1748.0,2554.0,1108.0,61.84,0.0,270.0,0.0,-61.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
1612,9059,1934,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,MUSTANG,2015,TWO DOOR COUPE,12FDEWX,1,0.0,1448.0,0.0,594.0,360.0,555.0,573.0,578.0,581.0,370.0,581.0,530.4,536.8890015636379,768019.2,1.1199095022624435,0.013103318250377121,0.0061585718842668835,0.7561357702349869,0.11073068893528183,0.12400835073068893,0.08372743476673007,0.0,"{""a_pillar_base_asym_delta"": -10.0, ""delta_1"": 594.0, ""delta_10"": 7.0, ""delta_11"": 1.0, ""delta_12"": 7.0, ""delta_13"": -3.0, ""delta_14"": 9.0, ""delta_15"": -20.0, ""delta_16"": -40.0, ""delta_17"": -20.0, ""delta_18"": -1.0, ""delta_19"": 345.0, ""delta_2"": 69.0, ""delta_20"": 245.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 6.0, ""delta_5"": 4.0, ""delta_6"": 8.0, ""delta_7"": 4.0, ""delta_8"": 5.0, ""delta_9"": 2.0, ""door_leading_lower_asym_delta"": -4.0, ""door_leading_upper_asym_delta"": -2.0, ""door_trailing_lower_asym_delta"": -6.0, ""door_trailing_upper_asym_delta"": -3.0, ""firewall_side_asym_delta"": -29.0, ""front_bumper_left_delta"": 245.0, ""front_bumper_right_delta"": 345.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 69.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": -20.0, ""front_firewall_right_delta"": 9.0, ""front_left_right_asym_delta"": -100.0, ""front_left_right_bumper_asymmetry"": -100.0, ""front_structural_delta"": 69.0, ""front_structural_delta_median"": 69.0, ""front_total_length_shortening"": 594.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 594.0}",594.0,69.0,-100.0,,55.99,closingSpeed,15.552777777777777,213346.00680555555,1764.0,1600.0,4790.0,1915.0,2722.0,1341.0,55.99,55.99,0.0,0.0,0.0,0.0,0.0,0.0,DIRECT ENGAGEMENT,NOT APPLICABLE,NOT APPLICABLE,VTB
1613,9060,1936,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,MUSTANG,2015,TWO DOOR COUPE,10LPAW3,1,297.0,3000.0,-424.0,175.0,0.0,7.0,103.0,175.0,146.0,34.0,175.0,89.6,112.40729513692605,268800.0,1.9531250000000002,0.46875,0.16221776746148978,0.6330449461911796,0.04958494742667404,0.09684560044272275,0.03138950037561134,-0.1789407047900401,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,61.62,closingSpeed,17.116666666666667,255478.80222222224,1744.0,1596.0,4739.0,1807.0,2718.0,1348.0,61.62,0.0,270.0,0.0,88.0,0.0,27.0,90.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
1614,9061,1937,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,,FORD,MUSTANG,2015,TWO DOOR COUPE,09LPEW2,1,285.0,2700.0,-20.0,362.0,24.0,50.0,90.0,344.0,131.0,61.0,344.0,131.5,172.1891401918251,355050.0,2.752851711026616,0.44106463878326996,0.10327476349290804,0.575938566552901,0.07225274725274725,0.1989010989010989,0.04161314368225631,-0.008532423208191127,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,32.05,closingSpeed,8.902777777777777,66260.90200617282,1672.0,1598.0,4688.0,1820.0,2716.0,1309.0,32.05,32.05,270.0,0.0,-43.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,VTP
1617,9062,1940,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,,MINI,COOPER HARDTOP,2015,THREE DOOR HATCHBACK,09LPEW2,1,285.0,2400.0,-151.0,295.0,10.0,33.0,103.0,295.0,102.0,20.0,295.0,109.6,147.90334681811632,263040.0,2.6916058394160585,0.3978102189781022,0.0978621505438389,0.6324110671936759,0.06477541371158392,0.1743498817966903,0.04096468851325465,-0.07957839262187089,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,31.63,closingSpeed,8.786111111111111,48440.332156635806,1255.0,1180.0,3795.0,1692.0,2496.0,1030.0,31.63,31.63,270.0,0.0,-131.0,285.0,0.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,VTP
1618,9063,1942,2,side_impactor,subject_vehicle,A_ProfileValid,1,1,0,0,0,,MINI,COOPER HARDTOP,2015,THREE DOOR HATCHBACK,10LPAW3,1,297.0,2550.0,-219.0,137.0,7.0,79.0,127.0,128.0,99.0,-6.0,128.0,86.7,98.58752456573804,221085.0,1.5801614763552478,0.0328719723183391,0.008818887891821642,0.6706996317727512,0.051241134751773054,0.08096926713947991,0.03436741020963211,-0.11520252498684903,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 0.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": 0.0, ""delta_2"": 0.0, ""delta_20"": 0.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 0.0, ""front_bumper_right_delta"": 0.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 0.0, ""front_left_right_bumper_asymmetry"": 0.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 0.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 0.0}",0.0,0.0,0.0,,61.55,closingSpeed,17.09722222222222,194535.63763503084,1331.0,1180.0,3802.0,1692.0,2497.0,1061.0,61.55,0.0,270.0,0.0,-82.0,0.0,27.0,90.0,NOT APPLICABLE,DIRECT ENGAGEMENT,DIRECT ENGAGEMENT,ITV
1619,9064,1944,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,,LINCOLN,MKC,2015,UTILITY VEHICLE,10LPEW2,1,297.0,1950.0,-218.0,175.0,30.0,156.0,89.0,151.0,128.0,21.0,156.0,109.9,120.09371340748856,214305.0,1.592356687898089,0.025477707006369428,-0.006818492553286784,0.4209844559585492,0.06025219298245614,0.09594298245614036,0.025365236683028817,-0.09412780656303972,"{""a_pillar_base_asym_delta"": 0.0, ""delta_1"": 82.0, ""delta_10"": 0.0, ""delta_11"": 0.0, ""delta_12"": 0.0, ""delta_13"": 0.0, ""delta_14"": 0.0, ""delta_15"": 0.0, ""delta_16"": 0.0, ""delta_17"": 0.0, ""delta_18"": 0.0, ""delta_19"": -1.0, ""delta_2"": 0.0, ""delta_20"": 35.0, ""delta_21"": 0.0, ""delta_3"": null, ""delta_4"": 0.0, ""delta_5"": 0.0, ""delta_6"": 0.0, ""delta_7"": 0.0, ""delta_8"": 0.0, ""delta_9"": 0.0, ""door_leading_lower_asym_delta"": 0.0, ""door_leading_upper_asym_delta"": 0.0, ""door_trailing_lower_asym_delta"": 0.0, ""door_trailing_upper_asym_delta"": 0.0, ""firewall_side_asym_delta"": 0.0, ""front_bumper_left_delta"": 35.0, ""front_bumper_right_delta"": -1.0, ""front_engine_block_delta"": 0.0, ""front_engine_front_delta"": 0.0, ""front_firewall_center_delta"": null, ""front_firewall_left_delta"": 0.0, ""front_firewall_right_delta"": 0.0, ""front_left_right_asym_delta"": 36.0, ""front_left_right_bumper_asymmetry"": 36.0, ""front_structural_delta"": 0.0, ""front_structural_delta_median"": 0.0, ""front_total_length_shortening"": 82.0, ""rear_total_length_shortening"": null, ""total_length_shortening"": 82.0}",82.0,0.0,36.0,,61.78,closingSpeed,17.16111111111111,276244.50302469137,1876.0,1719.0,4632.0,1824.0,2688.0,1154.0,61.78,0.0,270.0,0.0,-81.0,0.0,27.0,0.0,NOT APPLICABLE,DIRECT ENGAGEMENT,NOT APPLICABLE,ITV
