category,flag,test_id,test_no,vehicle_id,impact_family,vehicle_role,quality_tier,is_profile_tier,is_audit_only_tier,VDI,PDOF,CRHDST,C_profile_max_mm,C_mean_mm,reason
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1240,8479,1480,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,473.0,656.0,404.8,crhdst_dpd_disagreement
side_imppnt_mismatch,flag_side_imppnt_mismatch,1240,8479,1480,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,473.0,656.0,404.8,side_imppnt_mismatch
lencnt_out_of_range,flag_lencnt_out_of_range,1241,8480,1481,frontal_barrier,subject_vehicle,B_ProfilePartial,1,0,12FDEW6,0.0,786.0,741.0,574.4000000000001,lencnt_out_of_range
pdof_family_mismatch,flag_pdof_family_mismatch,1248,8481,1491,side,subject_vehicle,C_MaxOnly,0,0,,345.0,441.0,,,pdof_family_mismatch
lencnt_out_of_range,flag_lencnt_out_of_range,1248,8481,1491,side,subject_vehicle,C_MaxOnly,0,0,,345.0,441.0,,,lencnt_out_of_range
pdof_family_mismatch,flag_pdof_family_mismatch,1254,8489,1499,side,subject_vehicle,B_ProfilePartial,1,0,10LPAN3,0.0,303.0,300.0,98.5,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1254,8489,1499,side,subject_vehicle,B_ProfilePartial,1,0,10LPAN3,0.0,303.0,300.0,98.5,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1255,8490,1501,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,174.0,218.0,126.4,side_imppnt_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1259,8492,1507,side,subject_vehicle,B_ProfilePartial,1,0,10LPAN3,0.0,352.0,352.0,99.2,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1267,8497,1519,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,346.0,275.0,96.2,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1271,8499,1526,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,352.0,352.0,91.6,side_imppnt_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1283,8523,1543,side,subject_vehicle,B_ProfilePartial,1,0,,345.0,444.0,393.0,135.4,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1283,8523,1543,side,subject_vehicle,B_ProfilePartial,1,0,,345.0,444.0,393.0,135.4,side_imppnt_mismatch
lencnt_out_of_range,flag_lencnt_out_of_range,1283,8523,1543,side,subject_vehicle,B_ProfilePartial,1,0,,345.0,444.0,393.0,135.4,lencnt_out_of_range
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1289,8534,1551,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,394.0,446.0,277.0,crhdst_dpd_disagreement
side_imppnt_mismatch,flag_side_imppnt_mismatch,1310,8546,1575,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,168.0,152.0,95.2,side_imppnt_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1157,8547,1366,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,1157,8547,1366,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,1157,8547,1367,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,1157,8547,1367,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,1161,8548,1372,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,rear_low_confidence
negative_dpd_present,flag_dpd_negative,1161,8548,1373,rear,subject_vehicle,A_ProfileValid,1,0,06BDEW2,180.0,120.0,120.0,41.900000000000006,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1171,8549,1385,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW3,0.0,85.0,85.0,50.3,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1171,8549,1385,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW3,0.0,85.0,85.0,50.3,pdof_family_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1171,8549,1386,rear,subject_vehicle,B_ProfilePartial,1,0,06RDEW3,0.0,425.0,425.0,342.0,pdof_family_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1185,8550,1401,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,55.0,55.0,39.1,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1210,8551,1436,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,41.0,37.0,20.8,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1210,8551,1436,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,41.0,37.0,20.8,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1218,8552,1448,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,89.0,89.0,46.89999999999999,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1218,8552,1448,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,89.0,89.0,46.89999999999999,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1221,8554,1452,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,225.0,225.0,119.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1221,8554,1452,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,225.0,225.0,119.5,pdof_family_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,1234,8555,1471,rear,subject_vehicle,B_ProfilePartial,1,0,12FDEW2,0.0,502.0,502.0,334.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1318,8556,1583,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,290.0,304.0,188.0,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1327,8558,1594,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,379.0,466.0,282.7,crhdst_dpd_disagreement
side_imppnt_mismatch,flag_side_imppnt_mismatch,1326,8559,1593,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,162.0,148.0,93.8,side_imppnt_mismatch
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1330,8568,1598,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,327.0,405.0,248.5,crhdst_dpd_disagreement
negative_dpd_present,flag_dpd_negative,1360,8640,1629,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,454.0,454.0,108.8,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1363,8642,1633,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,205.0,201.0,111.6,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1389,8661,1660,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,445.0,445.0,235.1,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1389,8661,1660,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,445.0,445.0,235.1,side_imppnt_mismatch
pdof_family_mismatch,flag_pdof_family_mismatch,644,8667,772,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,644,8667,772,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,595,8668,713,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,595,8668,713,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,620,8669,743,rear,subject_vehicle,X_Exclude,0,1,,0.0,359.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,620,8669,743,rear,subject_vehicle,X_Exclude,0,1,,0.0,359.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,627,8670,750,rear,subject_vehicle,X_Exclude,0,1,,0.0,356.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,627,8670,750,rear,subject_vehicle,X_Exclude,0,1,,0.0,356.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,656,8671,786,rear,subject_vehicle,X_Exclude,0,1,,0.0,269.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,656,8671,786,rear,subject_vehicle,X_Exclude,0,1,,0.0,269.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,621,8672,744,rear,subject_vehicle,X_Exclude,0,1,,0.0,174.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,621,8672,744,rear,subject_vehicle,X_Exclude,0,1,,0.0,174.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,625,8673,748,rear,subject_vehicle,X_Exclude,0,1,,0.0,199.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,625,8673,748,rear,subject_vehicle,X_Exclude,0,1,,0.0,199.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,652,8674,782,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,652,8674,782,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,628,8675,751,rear,subject_vehicle,X_Exclude,0,1,,0.0,207.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,628,8675,751,rear,subject_vehicle,X_Exclude,0,1,,0.0,207.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,561,8676,673,rear,subject_vehicle,X_Exclude,0,1,,0.0,382.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,561,8676,673,rear,subject_vehicle,X_Exclude,0,1,,0.0,382.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,596,8677,714,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,596,8677,714,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,653,8678,783,rear,subject_vehicle,X_Exclude,0,1,,0.0,358.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,653,8678,783,rear,subject_vehicle,X_Exclude,0,1,,0.0,358.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,623,8679,746,rear,subject_vehicle,X_Exclude,0,1,,0.0,227.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,623,8679,746,rear,subject_vehicle,X_Exclude,0,1,,0.0,227.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,594,8680,712,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,594,8680,712,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
pdof_family_mismatch,flag_pdof_family_mismatch,624,8681,747,rear,subject_vehicle,X_Exclude,0,1,,0.0,313.0,,,rear_low_confidence
lencnt_out_of_range,flag_lencnt_out_of_range,624,8681,747,rear,subject_vehicle,X_Exclude,0,1,,0.0,313.0,,,rear_low_confidence
pdof_family_mismatch,flag_pdof_family_mismatch,732,8682,879,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
lencnt_out_of_range,flag_lencnt_out_of_range,732,8682,879,rear,subject_vehicle,X_Exclude,0,1,,0.0,0.0,,,all_zero_placeholder
negative_dpd_present,flag_dpd_negative,1423,8749,1697,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,446.0,443.0,245.2,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1429,8755,1704,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,12FDEWX,0.0,210.0,372.0,320.6,crhdst_dpd_disagreement
pdof_family_mismatch,flag_pdof_family_mismatch,1441,8785,1721,side,subject_vehicle,B_ProfilePartial,1,0,,345.0,418.0,401.0,156.70000000000002,pdof_family_mismatch
lencnt_out_of_range,flag_lencnt_out_of_range,1441,8785,1721,side,subject_vehicle,B_ProfilePartial,1,0,,345.0,418.0,401.0,156.70000000000002,lencnt_out_of_range
negative_dpd_present,flag_dpd_negative,1489,8947,1782,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,11FDEW2,0.0,450.0,450.0,248.00000000000003,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1488,8948,1781,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,11FDEW2,0.0,411.0,411.0,158.99999999999997,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1507,8985,1805,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,349.0,409.0,249.5,crhdst_dpd_disagreement
negative_dpd_present,flag_dpd_negative,1513,8989,1815,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,181.0,181.0,93.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1516,8991,1820,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,315.0,315.0,203.2,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1524,8995,1829,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,422.0,386.0,230.50000000000003,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1539,9001,1846,side_impactor,subject_vehicle,A_ProfileValid,1,0,03LPAW2,297.0,249.0,186.0,138.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1540,9004,1847,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,378.0,359.0,153.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1581,9031,1896,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,326.0,325.0,175.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1583,9034,1899,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN0,0.0,250.0,194.0,57.4,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1583,9034,1899,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN0,0.0,250.0,194.0,57.4,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1588,9036,1905,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW3,297.0,165.0,165.0,100.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1593,9045,1910,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,340.0,340.0,84.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1593,9045,1910,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,340.0,340.0,84.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1600,9052,1920,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,185.0,185.0,138.1,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1613,9060,1936,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,175.0,175.0,89.6,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1618,9063,1942,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,137.0,128.0,86.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1622,9066,1947,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,353.0,341.0,187.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1626,9071,1952,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,340.0,340.0,126.3,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1626,9071,1952,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,340.0,340.0,126.3,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1629,9074,1957,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,186.0,186.0,95.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1630,9075,1958,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,333.0,304.0,159.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1635,9082,1963,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,253.0,253.0,84.9,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1635,9082,1963,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,253.0,253.0,84.9,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1636,9083,1965,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,184.0,184.0,59.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1638,9084,1968,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,178.0,178.0,106.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1639,9085,1969,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,348.0,348.0,112.3,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1639,9085,1969,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,348.0,348.0,112.3,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1642,9088,1973,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,313.0,292.0,126.1,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1646,9099,1978,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,284.0,217.0,158.7,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1647,9100,1979,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,273.0,243.0,102.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1664,9158,1997,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,314.0,299.0,139.5,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1685,9199,2022,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,136.0,124.0,71.3,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1701,9254,2041,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,236.0,240.0,183.3,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1703,9255,2044,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,168.0,145.0,92.1,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1704,9293,2045,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,416.0,414.0,232.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1734,9324,2080,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,265.0,230.0,181.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1735,9325,2081,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,384.0,390.0,211.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1716,9327,2061,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,144.0,136.0,75.5,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1716,9327,2061,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,144.0,136.0,75.5,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1764,9351,2116,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,346.0,321.0,166.5,negative_dpd_present
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,1768,9471,2123,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,186.0,2075.0,932.5,crhdst_dpd_disagreement
negative_dpd_present,flag_dpd_negative,1768,9471,2123,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,186.0,2075.0,932.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1783,9475,2143,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW3,297.0,201.0,201.0,115.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1794,9485,2154,side,subject_vehicle,B_ProfilePartial,1,0,LPAN03,0.0,421.0,421.0,138.2,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1794,9485,2154,side,subject_vehicle,B_ProfilePartial,1,0,LPAN03,0.0,421.0,421.0,138.2,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1795,9486,2156,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,238.0,238.0,125.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1797,9488,2159,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPAW3,297.0,192.0,191.0,93.6,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1814,9496,2181,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,383.0,383.0,139.1,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1814,9496,2181,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,383.0,383.0,139.1,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,1817,9497,2186,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LYEW2,270.0,260.0,260.0,131.4,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1816,9498,2184,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW3,297.0,230.0,230.0,133.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1829,9502,2200,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,330.0,330.0,139.3,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1838,9506,2212,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,191.0,191.0,84.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1848,9509,2223,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,244.0,244.0,41.3,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1848,9509,2223,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,244.0,244.0,41.3,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1869,9513,2245,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,118.0,118.0,41.5,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1870,9514,2246,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,338.0,329.0,180.4,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1819,9536,2188,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,12FDEW2,0.0,252.0,252.0,132.3,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1910,9551,2289,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,348.0,348.0,103.0,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1917,9554,2296,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,388.0,388.0,192.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1925,9556,2305,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,287.0,287.0,91.6,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1925,9556,2305,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,287.0,287.0,91.6,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1940,9559,2322,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,303.0,285.0,138.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1941,9560,2324,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,194.0,194.0,124.7,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,1946,9565,2329,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,317.0,245.0,81.0,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,1980,9588,2373,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,195.0,195.0,131.2,negative_dpd_present
negative_dpd_present,flag_dpd_negative,1989,9590,2383,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,369.0,369.0,122.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,1989,9590,2383,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,369.0,369.0,122.5,pdof_family_mismatch
negative_dpd_present,flag_dpd_negative,1985,9648,2379,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,297.0,239.0,239.0,147.9,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2020,9698,2421,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,306.0,307.0,140.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2093,9747,2507,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,160.0,160.0,116.7,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2102,9757,2520,frontal_barrier,subject_vehicle,A_ProfileValid,1,0,12FDEWX,0.0,233.0,233.0,145.0,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2115,9779,2538,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,320.0,212.0,74.4,negative_dpd_present
side_imppnt_mismatch,flag_side_imppnt_mismatch,2115,9779,2538,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,320.0,212.0,74.4,side_imppnt_mismatch
crhdst_dpd_disagreement,flag_crhdst_lt_dpdmax,2054,9783,2462,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,274.0,541.0,163.0,crhdst_dpd_disagreement
side_imppnt_mismatch,flag_side_imppnt_mismatch,2054,9783,2462,side,subject_vehicle,A_ProfileValid,1,0,10LPAN3,285.0,274.0,541.0,163.0,side_imppnt_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2057,9788,2467,side_impactor,subject_vehicle,A_ProfileValid,1,0,,270.0,221.0,203.0,115.4,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2117,9792,2541,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,263.0,263.0,68.5,negative_dpd_present
pdof_family_mismatch,flag_pdof_family_mismatch,2117,9792,2541,side,subject_vehicle,B_ProfilePartial,1,0,09LPAN3,0.0,263.0,263.0,68.5,pdof_family_mismatch
side_imppnt_mismatch,flag_side_imppnt_mismatch,2137,9810,2567,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,155.0,155.0,113.6,side_imppnt_mismatch
negative_dpd_present,flag_dpd_negative,2149,9819,2580,side_impactor,subject_vehicle,A_ProfileValid,1,0,10LPEW2,297.0,144.0,144.0,96.69999999999999,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2153,9940,2586,side_impactor,subject_vehicle,A_ProfileValid,1,0,09LPEW2,270.0,224.0,208.0,118.8,negative_dpd_present
negative_dpd_present,flag_dpd_negative,2151,9941,2582,side,subject_vehicle,A_ProfileValid,1,0,09LPAN3,285.0,327.0,315.0,112.5,negative_dpd_present
