test_id,test_no,vehicle_id,impact_family,vehicle_role,quality_tier,outlier_type,metric,value,comparator,VDI,PDOF,CRHDST,C_profile_max_mm,reason
1224,8462,1458,side,subject_vehicle,C_MaxOnly,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,345.0,352.0,,flag_pdof_family_mismatch
1230,8465,1465,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1230,8465,1465,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1232,8466,1468,side,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,345.0,324.0,,flag_lencnt_out_of_range
1232,8466,1468,side,subject_vehicle,C_MaxOnly,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,345.0,324.0,,flag_pdof_family_mismatch
1233,8468,1469,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1233,8468,1469,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1233,8468,1469,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1236,8469,1475,side,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,09LPAN3,285.0,460.0,565.0,flag_crhdst_lt_dpdmax
1238,8471,1477,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,10LPAN3,0.0,351.0,256.0,flag_pdof_family_mismatch
1239,8472,1478,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1239,8472,1478,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1239,8472,1478,side_impactor,impactor_vehicle,X_Exclude,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,,,,not_subject_vehicle
1244,8473,1485,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1244,8473,1485,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1244,8473,1485,side_impactor,impactor_vehicle,X_Exclude,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,,,,not_subject_vehicle
1244,8473,1486,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,297.0,232.0,201.0,flag_side_imppnt_mismatch
1240,8479,1480,side,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,09LPAN3,285.0,473.0,656.0,flag_crhdst_lt_dpdmax
1240,8479,1480,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPAN3,285.0,473.0,656.0,flag_side_imppnt_mismatch
1241,8480,1481,frontal_barrier,subject_vehicle,B_ProfilePartial,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,12FDEW6,0.0,786.0,741.0,flag_lencnt_out_of_range
1248,8481,1491,side,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,345.0,441.0,,flag_lencnt_out_of_range
1248,8481,1491,side,subject_vehicle,C_MaxOnly,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,345.0,441.0,,flag_pdof_family_mismatch
1245,8485,1487,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1245,8485,1487,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1245,8485,1487,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1254,8489,1499,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,10LPAN3,0.0,303.0,300.0,flag_pdof_family_mismatch
1254,8489,1499,side,subject_vehicle,B_ProfilePartial,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,0.0,303.0,300.0,flag_side_imppnt_mismatch
1255,8490,1500,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1255,8490,1501,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPEW2,270.0,174.0,218.0,flag_side_imppnt_mismatch
1260,8491,1508,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1260,8491,1508,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1259,8492,1507,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,10LPAN3,0.0,352.0,352.0,flag_pdof_family_mismatch
1256,8493,1502,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1261,8494,1510,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1267,8497,1519,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,285.0,346.0,275.0,flag_side_imppnt_mismatch
1269,8498,1522,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1271,8499,1526,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,10LPAN3,285.0,352.0,352.0,flag_side_imppnt_mismatch
1277,8513,1532,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1278,8514,1534,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1278,8514,1534,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
813,8516,984,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
814,8517,985,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
829,8518,1002,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
830,8519,1003,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1282,8522,1541,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1282,8522,1541,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1283,8523,1543,side,subject_vehicle,B_ProfilePartial,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,345.0,444.0,393.0,flag_lencnt_out_of_range
1283,8523,1543,side,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,345.0,444.0,393.0,flag_pdof_family_mismatch
1283,8523,1543,side,subject_vehicle,B_ProfilePartial,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,345.0,444.0,393.0,flag_side_imppnt_mismatch
1279,8525,1536,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1279,8525,1536,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1279,8525,1536,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1288,8533,1549,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1288,8533,1549,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1288,8533,1549,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1289,8534,1551,side,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,09LPAN3,285.0,394.0,446.0,flag_crhdst_lt_dpdmax
1293,8535,1556,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1290,8536,1552,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1290,8536,1552,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1310,8546,1574,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1310,8546,1574,side_impactor,impactor_vehicle,X_Exclude,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,,,,not_subject_vehicle
1310,8546,1575,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPEW2,270.0,168.0,152.0,flag_side_imppnt_mismatch
1157,8547,1366,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
1157,8547,1366,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
1157,8547,1366,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
1157,8547,1367,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
1157,8547,1367,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
1157,8547,1367,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
1161,8548,1372,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,rear_low_confidence
1161,8548,1372,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,rear_low_confidence
1171,8549,1385,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW3,0.0,85.0,85.0,flag_pdof_family_mismatch
1171,8549,1386,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,06RDEW3,0.0,425.0,425.0,flag_pdof_family_mismatch
1185,8550,1401,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW2,0.0,55.0,55.0,flag_pdof_family_mismatch
1210,8551,1436,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW2,0.0,41.0,37.0,flag_pdof_family_mismatch
1218,8552,1448,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW2,0.0,89.0,89.0,flag_pdof_family_mismatch
1221,8554,1452,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW2,0.0,225.0,225.0,flag_pdof_family_mismatch
1234,8555,1471,rear,subject_vehicle,B_ProfilePartial,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,12FDEW2,0.0,502.0,502.0,flag_pdof_family_mismatch
1319,8557,1584,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1319,8557,1584,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1319,8557,1584,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1327,8558,1594,side,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,09LPAN3,285.0,379.0,466.0,flag_crhdst_lt_dpdmax
1326,8559,1592,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1326,8559,1592,side_impactor,impactor_vehicle,X_Exclude,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,,,,not_subject_vehicle
1326,8559,1593,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPEW2,270.0,162.0,148.0,flag_side_imppnt_mismatch
1328,8560,1595,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1328,8560,1595,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1328,8560,1595,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1330,8568,1598,side,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,09LPAN3,285.0,327.0,405.0,flag_crhdst_lt_dpdmax
1331,8569,1599,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1331,8569,1599,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1331,8569,1599,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1344,8615,1613,static_airbag,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1345,8616,1614,static_airbag,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1346,8617,1615,static_airbag,subject_vehicle,C_MaxOnly,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1347,8618,1616,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1348,8619,1617,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1363,8642,1632,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1363,8642,1633,side_impactor,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPEW2,270.0,205.0,201.0,flag_side_imppnt_mismatch
1357,8643,1626,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1358,8644,1627,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1370,8645,1640,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1371,8646,1641,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1372,8647,1642,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1372,8647,1642,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1366,8649,1636,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1367,8650,1637,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1389,8661,1660,side,subject_vehicle,A_ProfileValid,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,09LPAN3,285.0,445.0,445.0,flag_side_imppnt_mismatch
1390,8662,1661,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1390,8662,1661,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1390,8662,1661,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1390,8662,1661,side_impactor,impactor_vehicle,X_Exclude,flag_side_imppnt_mismatch,flag_side_imppnt_mismatch,1,,,,,,not_subject_vehicle
1407,8664,1679,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1407,8664,1679,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1407,8664,1679,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1417,8666,1690,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1417,8666,1690,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1417,8666,1690,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
644,8667,772,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
644,8667,772,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
644,8667,772,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
595,8668,713,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
595,8668,713,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
595,8668,713,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
620,8669,743,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,359.0,,rear_low_confidence
620,8669,743,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,359.0,,rear_low_confidence
620,8669,743,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,359.0,,rear_low_confidence
627,8670,750,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,356.0,,rear_low_confidence
627,8670,750,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,356.0,,rear_low_confidence
627,8670,750,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,356.0,,rear_low_confidence
656,8671,786,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,269.0,,rear_low_confidence
656,8671,786,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,269.0,,rear_low_confidence
656,8671,786,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,269.0,,rear_low_confidence
621,8672,744,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,174.0,,rear_low_confidence
621,8672,744,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,174.0,,rear_low_confidence
621,8672,744,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,174.0,,rear_low_confidence
625,8673,748,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,199.0,,rear_low_confidence
625,8673,748,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,199.0,,rear_low_confidence
625,8673,748,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,199.0,,rear_low_confidence
652,8674,782,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
652,8674,782,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
652,8674,782,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
628,8675,751,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,207.0,,rear_low_confidence
628,8675,751,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,207.0,,rear_low_confidence
628,8675,751,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,207.0,,rear_low_confidence
561,8676,673,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,382.0,,rear_low_confidence
561,8676,673,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,382.0,,rear_low_confidence
561,8676,673,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,382.0,,rear_low_confidence
596,8677,714,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
596,8677,714,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
596,8677,714,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
653,8678,783,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,358.0,,rear_low_confidence
653,8678,783,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,358.0,,rear_low_confidence
653,8678,783,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,358.0,,rear_low_confidence
623,8679,746,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,227.0,,rear_low_confidence
623,8679,746,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,227.0,,rear_low_confidence
623,8679,746,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,227.0,,rear_low_confidence
594,8680,712,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
594,8680,712,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
594,8680,712,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
624,8681,747,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,313.0,,rear_low_confidence
624,8681,747,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,313.0,,rear_low_confidence
624,8681,747,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,313.0,,rear_low_confidence
732,8682,879,rear,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,0.0,0.0,,all_zero_placeholder
732,8682,879,rear,subject_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,0.0,0.0,,all_zero_placeholder
732,8682,879,rear,subject_vehicle,X_Exclude,flag_rear_low_confidence,flag_rear_low_confidence,1,,,0.0,0.0,,all_zero_placeholder
1424,8750,1698,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1424,8750,1698,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
1424,8750,1698,side_impactor,impactor_vehicle,X_Exclude,flag_pdof_family_mismatch,flag_pdof_family_mismatch,1,,,,,,not_subject_vehicle
1427,8753,1702,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1428,8754,1703,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1429,8755,1704,frontal_barrier,subject_vehicle,A_ProfileValid,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,12FDEWX,0.0,210.0,372.0,flag_crhdst_lt_dpdmax
1430,8756,1705,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1425,8759,1700,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1426,8760,1701,static_airbag,subject_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,audit_only_family
1434,8779,1710,side_impactor,impactor_vehicle,X_Exclude,flag_crhdst_lt_dpdmax,flag_crhdst_lt_dpdmax,1,,,,,,not_subject_vehicle
1434,8779,1710,side_impactor,impactor_vehicle,X_Exclude,flag_lencnt_out_of_range,flag_lencnt_out_of_range,1,,,,,,not_subject_vehicle
