test_no,model_year,make,model,body_style,crash_type,crash_type_rule,test_config_code,test_config_label,impact_speed_value,impact_speed_unit,load_cell_barrier_family,load_cell_barrier_classification_id,load_cell_barrier_config_version,test_weight_kg,curb_weight_kg,length_mm,width_mm,wheelbase_mm,vax_crush_distance_mm
8648,2014,TOYOTA,4RUNNER,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.6,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2163.0,1984.0,4832.0,1831.0,2791.0,496.0
8661,2015,CHEVROLET,SILVERADO2500,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.9,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,3069.0,2889.0,6130.0,2000.0,3915.0,445.0
8663,2015,CHEVROLET,SILVERADO 2500,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.06,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2978.0,2797.0,5875.0,2000.0,3672.0,455.0
8665,2014,CHEVROLET,CAPTIVA,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1853.0,1708.0,4587.0,1786.0,2705.0,427.0
8749,2015,CHEVROLET,SUBURBAN,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.15,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2699.0,2518.0,5693.0,2003.0,3310.0,446.0
8758,2014,MINI,COOPER HARDTOP,THREE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.94,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1335.0,1260.0,3794.0,1691.0,2487.0,316.0
8780,2015,LEXUS,RX 350,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.57,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1998.0,1901.0,4720.0,1885.0,2738.0,501.0
8783,2015,HYUNDAI,GENESIS,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2103.0,1988.0,4987.0,1880.0,3010.0,265.0
8785,2014,MITSUBISHI,OUTLANDER SPORT,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.0,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1491.0,1418.0,4301.0,1765.0,2670.0,418.0
8792,2014,CADILLAC,CTS,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.26,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1815.0,1706.0,4973.0,1805.0,2910.0,360.0
8880,2015,HYUNDAI,SONATA,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.26,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1619.0,1503.0,4870.0,1820.0,2810.0,348.0
8908,2015,KIA,FORTE,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1387.0,1296.0,4492.0,1768.0,2698.0,279.0
8938,2015,LINCOLN,MKC,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1793.0,1713.0,4555.0,1820.0,2682.0,384.0
8940,2015,NISSAN,ALTIMA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.62,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1558.0,1448.0,4863.0,1821.0,2774.0,419.0
8981,2015,CADILLAC,ATS,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.21,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1643.0,1542.0,4657.0,1758.0,2777.0,339.0
8985,2015,CHRYSLER,200,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.12,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1680.0,0.0,4888.0,1872.0,2730.0,349.0
8990,2015,SUBARU,OUTBACK,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.65,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1757.0,1647.0,4812.0,1823.0,2744.0,423.0
8994,2015,TOYOTA,TACOMA,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.07,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1810.0,1634.0,5280.0,1799.0,3231.0,516.0
8995,2015,FORD,TRANSIT VAN,VAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.05,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2773.0,0.0,5582.0,2018.0,3300.0,422.0
8996,2015,TOYOTA,TACOMA,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.71,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1946.0,1766.0,5281.0,1807.0,3245.0,476.0
9003,2015,BMW,X5,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.21,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2274.0,2095.0,4874.0,1930.0,2934.0,440.0
9004,2015,TOYOTA,CAMRY,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1593.0,1481.0,4850.0,1816.0,2773.0,378.0
9007,2015,AUDI,A3,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.26,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1628.0,1424.0,4464.0,1782.0,2632.0,300.0
9014,2015,TOYOTA,SIENNA,MINIVAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.15,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2162.0,1981.0,5090.0,1985.0,3032.0,419.0
9016,2015,DODGE,CHALLENGER,TWO DOOR COUPE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.14,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1857.0,1761.0,5009.0,1917.0,2951.0,476.0
9031,2015,MITSUBISHI,MIRAGE,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.3,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,993.0,913.0,3640.0,1646.0,2450.0,326.0
9034,2015,HONDA,FIT,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.14,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1221.0,1138.0,4068.0,1694.0,2530.0,250.0
9044,2015,BMW,X3,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.68,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1955.0,1843.0,4635.0,1843.0,2806.0,404.0
9045,2015,HONDA,CR-V,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.53,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1611.0,1531.0,4556.0,1830.0,2622.0,340.0
9049,2015,FORD,EXPEDITION,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.3,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2752.0,2571.0,5230.0,1976.0,3012.0,399.0
9053,2015,MAZDA,CX-9,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2017.0,1909.0,5096.0,1922.0,2875.0,456.0
9055,2015,BUICK,ENCORE,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.13,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1586.0,1454.0,4273.0,1748.0,2554.0,363.0
9061,2015,FORD,MUSTANG,TWO DOOR COUPE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.05,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1672.0,1598.0,4688.0,1820.0,2716.0,362.0
9062,2015,MINI,COOPER HARDTOP,THREE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.63,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1255.0,1180.0,3795.0,1692.0,2496.0,295.0
9066,2015,ACURA,TLX,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.09,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1722.0,1632.0,4830.0,1850.0,2776.0,353.0
9071,2015,TOYOTA,RAV4,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.63,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1688.0,1578.0,4572.0,1823.0,2661.0,340.0
9072,2015,LEXUS,NX200t,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.15,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1882.0,1774.0,4630.0,1814.0,2670.0,389.0
9075,2015,VOLKSWAGEN,GOLF,TWO DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.23,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1471.0,1310.0,4281.0,1767.0,2628.0,333.0
9082,2015,CHEVROLET,COLORADO,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.48,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1968.0,1787.0,5402.0,1763.0,3265.0,253.0
9085,2015,FORD,FOCUS,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.58,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1439.0,1361.0,4541.0,1789.0,2653.0,348.0
9088,2015,FORD,F150 SUPERCREW,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.06,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2214.0,2032.0,5892.0,2030.0,3682.0,313.0
9100,2015,FORD,F150 SUPERCAB,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.11,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2180.0,1999.0,5890.0,2020.0,3684.0,273.0
9120,2015,KIA,SEDONA,MINIVAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.16,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2109.0,2016.0,5119.0,1960.0,3058.0,391.0
9158,2016,KIA,SORENTO,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.06,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1817.0,1691.0,4762.0,1862.0,2780.0,314.0
9161,2015,NISSAN,MURANO,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.05,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1834.0,1720.0,4884.0,1916.0,2822.0,426.0
9167,2015,ACURA,RLX,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.11,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1894.0,1803.0,4984.0,1886.0,2850.0,360.0
9169,2015,MERCEDES,C300,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,30.76,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1618.0,1556.0,4648.0,1797.0,2835.0,302.0
9251,2015,FORD,EDGE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.88,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1959.0,1829.0,4778.0,1921.0,2850.0,455.0
9253,2016,ACURA,ILX,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.08,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1498.0,1409.0,4620.0,1742.0,2670.0,349.0
9293,2016,NISSAN,MAXIMA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.08,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1703.0,1589.0,4900.0,1856.0,2768.0,416.0
9297,2016,HONDA,HR-V,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1397.0,1306.0,4285.0,1770.0,2614.0,314.0
9300,2016,ACURA,RDX,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.13,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1798.0,1699.0,4678.0,1860.0,2690.0,335.0
9325,2016,HONDA,PILOT,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.0,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1947.0,1838.0,4942.0,1994.0,2818.0,384.0
9351,2016,HYUNDAI,TUCSON,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.13,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1656.0,1509.0,4477.0,1808.0,2670.0,346.0
9352,2016,JEEP,PATRIOT,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.72,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1575.0,1454.0,4426.0,1757.0,2633.0,452.0
9469,2016,FORD,F250 PICKUP,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,3189.0,3012.0,6280.0,2025.0,3988.0,603.0
9472,2016,DODGE,JOURNEY,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.24,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1860.0,1764.0,4895.0,1830.0,2896.0,414.0
9473,2016,FORD,F250 PICKUP,EXTENDED CAB PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.28,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,3092.0,2913.0,5938.0,2032.0,3620.0,683.0
9485,2016,FORD,EXPLORER,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.75,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2187.0,2015.0,5043.0,1970.0,2865.0,421.0
9489,2016,LEXUS,ES 350,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.54,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1741.0,1632.0,4885.0,1798.0,2812.0,443.0
9490,2016,MAZDA,CX-3,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.84,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1355.0,1270.0,4268.0,1705.0,2566.0,344.0
9495,2016,CHRYSLER,300,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.19,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1906.0,1811.0,5060.0,1895.0,3055.0,365.0
9496,2016,VOLVO,S60I,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.64,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1841.0,1682.0,4717.0,1822.0,2856.0,383.0
9502,2016,DODGE,CHARGER,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.22,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1896.0,1799.0,5042.0,1895.0,3050.0,330.0
9507,2016,NISSAN,VERSA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.18,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1186.0,1099.0,4497.0,1693.0,2600.0,436.0
9509,2016,CHEVROLET,COLORADO,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.79,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1981.0,1802.0,5391.0,1757.0,3259.0,244.0
9514,2016,JEEP,RENEGADE,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.25,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1550.0,1455.0,4231.0,1768.0,2564.0,338.0
9515,2016,NISSAN,VERSA NOTE,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.57,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1210.0,1123.0,4079.0,1690.0,2601.0,451.0
9548,2016,KIA,OPTIMA,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.14,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1577.0,1467.0,4848.0,1840.0,2802.0,337.0
9551,2016,VOLKSWAGEN,Golf SportWagen,STATION WAGON,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.47,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1569.0,1414.0,4561.0,1775.0,2628.0,348.0
9554,2016,VOLKSWAGEN,PASSAT,FOUR DOOR SEDAN,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1709.0,1492.0,4890.0,1790.0,2804.0,388.0
9556,2016,HONDA,CIVIC,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1339.0,1250.0,4625.0,1790.0,2699.0,287.0
9559,2016,VOLVO,XC90 T6,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.17,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2203.0,2083.0,4950.0,1918.0,2985.0,303.0
9565,2016,CHEVROLET,MALIBU,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.82,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1510.0,1400.0,4907.0,1850.0,2828.0,317.0
9584,2016,LEXUS,RX 350,UTILITY VEHICLE,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.25,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2034.0,1926.0,4870.0,1897.0,2791.0,342.0
9589,2016,TOYOTA,PRIUS,FIVE DOOR HATCHBACK,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.32,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1481.0,1408.0,4469.0,1757.0,2695.0,374.0
9590,2016,TOYOTA,AVALON,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.52,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1707.0,1588.0,4967.0,1833.0,2812.0,369.0
9594,2016,TOYOTA,TACOMA,4 DOOR PICKUP,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.96,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2009.0,1829.0,5410.0,1890.0,3255.0,325.0
9698,2016,VOLVO,XC90 T8,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.15,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,2430.0,2311.0,4940.0,1921.0,2993.0,306.0
9746,2017,KIA,SPORTAGE,UTILITY VEHICLE,OPTIONAL NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.2,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1647.0,1502.0,4484.0,1810.0,2668.0,324.0
9776,2017,FORD,FUSION,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.33,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1664.0,1585.0,4847.0,1836.0,2847.0,399.0
9779,2016,CHEVROLET,CRUZE,FOUR DOOR SEDAN,NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.06,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1417.0,1320.0,4663.0,1787.0,2705.0,320.0
9780,2016,NISSAN,ROGUE,UTILITY VEHICLE,Validation New Car Assessment Test,side,VTP,VEHICLE INTO POLE,32.25,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1740.0,,4650.0,1841.0,2706.0,390.0
9782,2016,CHEVROLET,MALIBU,FOUR DOOR SEDAN,VALIDATION NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,32.43,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1688.0,1539.0,4880.0,1851.0,2747.0,345.0
9783,2016,HONDA,FIT,FIVE DOOR HATCHBACK,VALIDATION NEW CAR ASSESSMENT TEST,side,VTP,VEHICLE INTO POLE,31.89,km/h,side_pole_load_cell_barrier,side_pole_load_cell_8,2.2.2-db2011plus-shape-normalized-metadata-explicit-final,1270.0,1156.0,4070.0,1695.0,2530.0,274.0
